fid,id,boron,calcium,clay,copper,fineSand,humus,potassium,magnesium,phosphorus,rt,sand,totalN,zinc,silt,jb,coarseSand,altitude,sulfur,iron,manganese,molybdenum,sodium,ph,fiSoil,NDRE0517_b1_count,NDRE0517_b1_mean,NDRE0517_b1_stdev,NDVI_b1_count,NDVI_b1_mean,NDVI_b1_stdev,T_2021,T_2022,PLOT_ID,n,distance,feature_x,feature_y,nearest_x,nearest_y
"385",,5.038446,0,13.840814,1.910704,40.221806,3.108617,12.239576,5.667279,2.135968,6.440259,74.738716,0,0,8.311853,"6",34.516911,22.974596,,,,,,5.940259,"0",15956,0.610126602108779,0.028086197046132,15956,0.912725760871589,0.0233202385148722,Control,Mineral,3-a,"1",0,12.2892191962928,55.67332359423,12.2892191962928,55.67332359423
"386",,4.51879,0,13.923248,1.802984,40.684513,2.595031,13.860552,5.460369,2.328887,6.387641,74.453842,0,0,9.027879,"6",33.769329,22.380264,,,,,,5.887641,"0",15957,0.433639949241915,0.0379273036733564,15957,0.80887132413541,0.0540657547920883,Mineral,OG2,2-c,"1",0,12.2891962119076,55.6728511593675,12.2891962119076,55.6728511593675
"387",,5.107977,0,13.907928,1.925117,40.598518,3.177336,12.594232,5.708671,2.293032,6.428747,74.50679,0,0,8.40795,"6",33.908268,22.924906,,,,,,5.928747,"0",15952,0.606200677571573,0.0363998875425636,15952,0.90882000266579,0.0286755176265263,Control,Mineral,3-a,"1",0,12.2892213698432,55.6732921804629,12.2892213698432,55.6732921804629
"393",,5.16034,0,14.084202,1.935971,41.587955,3.229087,13.717103,5.813147,2.705561,6.392298,73.897621,0,0,8.789087,"6",32.309669,22.837503,,,,,,5.892298,"0",15955,0.582258955306373,0.0333444366421485,15955,0.906752438244122,0.027920164233725,OG2,OG2_residual,3-b,"1",0,12.2892278904687,55.6731979391602,12.2892278904687,55.6731979391602
"394",,4.849859,0,13.963723,1.871611,40.911701,2.922233,13.623658,5.370106,2.423609,6.395331,74.313972,0,0,8.800074,"6",33.402271,22.326429,,,,,,5.895331,"0",15955,0.390897274173303,0.0271039222058599,15955,0.767937570720659,0.0575534711685696,Mineral,Control,2-d,"1",0,12.2892049060035,55.6727255042904,12.2892049060035,55.6727255042904
"395",,5.071973,0,14.085396,1.917654,41.594654,3.141752,13.893786,5.809453,2.708354,6.386563,73.893501,0,0,8.879352,"6",32.298847,22.823927,,,,,,5.886563,"0",15954,0.584674088079125,0.0498299052071304,15954,0.908054781625844,0.0360309728355067,OG2,OG2_residual,3-b,"1",0,12.289230064002,55.6731665253922,12.289230064002,55.6731665253922
"396",,4.886531,0,13.987247,1.879213,41.043743,2.958476,13.70792,5.406349,2.478661,6.392596,74.232681,0,0,8.821599,"6",33.188934,22.332603,,,,,,5.892596,"0",15954,0.401844919674959,0.0332892080538197,15954,0.769676759945535,0.0536515757921529,Mineral,Control,2-d,"1",0,12.2892070795167,55.6726940905205,12.2892070795167,55.6726940905205
"397",,4.969014,0,14.076011,1.896311,41.541973,3.039996,14.039603,5.805357,2.686391,6.38183,73.925934,0,0,8.958061,"6",32.383957,22.80481,,,,,,5.88183,"0",15951,0.607629303214438,0.02971845037127,15951,0.92180237695869,0.0216994071724655,OG2,OG2_residual,3-b,"1",0,12.2892322375309,55.673135111624,12.2892322375309,55.673135111624
"398",,4.921757,0,13.993602,1.886515,41.079411,2.993291,13.696503,5.435975,2.493532,6.392967,74.210716,0,0,8.80239,"6",33.131306,22.339203,,,,,,5.892967,"0",15953,0.407157232845374,0.0371458069444496,15953,0.772290252504517,0.0641078136584953,Mineral,Control,2-d,"1",0,12.2892092530257,55.6726626767505,12.2892092530257,55.6726626767505
"401",,4.85499,0,14.050447,1.872675,41.398483,2.927304,14.096355,5.783317,2.626565,6.379987,74.014275,0,0,9.007974,"6",32.615791,22.770023,,,,,,5.879987,"0",15954,0.605679069070704,0.0296471484635929,15954,0.920263446433152,0.0219177546537884,OG2,OG2_residual,3-b,"1",0,12.2892369819108,55.6731038757317,12.2892369819108,55.6731038757317
"403",,4.751545,0,14.009704,1.851232,41.169788,2.825067,14.020669,5.736112,2.531214,6.382444,74.155075,0,0,9.010156,"6",32.985283,22.719852,,,,,,5.882444,"0",15960,0.615125059106744,0.0324795425897461,15960,0.920762956885616,0.0233040481786261,OG2,OG2_residual,3-b,"1",0,12.2892498172941,55.6730731996499,12.2892498172941,55.6730731996499
"404",,4.977664,0,13.984827,1.898104,41.030159,3.048545,13.564555,5.441306,2.472997,6.39725,74.241043,0,0,8.725587,"6",33.210884,22.339577,,,,,,5.89725,"0",15953,0.433221448473233,0.0424263371402881,15953,0.79572647921323,0.0627740697498552,Mineral,Control,2-d,"1",0,12.2892114265303,55.6726312629802,12.2892114265303,55.6726312629802
"409",,4.529073,0,13.960958,1.805115,40.896175,2.605193,13.994501,5.599994,2.417136,6.383294,74.323532,0,0,9.110321,"6",33.427353,22.573179,,,,,,5.883294,"0",15955,0.455450039894668,0.0421695955716455,15955,0.821973783037424,0.0503790522448611,Mineral,OG2,3-c,"1",0,12.2892907821399,55.672981341502,12.2892907821399,55.672981341502
"409",,4.529073,0,13.960958,1.805115,40.896175,2.605193,13.994501,5.599994,2.417136,6.383294,74.323532,0,0,9.110321,"6",33.427353,22.573179,,,,,,5.883294,"0",15955,0.455450039894668,0.0421695955716455,15955,0.821973783037424,0.0503790522448611,Mineral,OG2,2-c,"2",0,12.2892431051112,55.6729780427797,12.2892431051112,55.6729780427797
"411",,5.029777,0,13.790926,1.908907,39.941788,3.100049,11.782794,5.616744,2.019219,6.455086,74.911118,0,0,8.19791,"5",34.969326,23.20199,,,,,,5.955086,"0",15958,0.609941428586764,0.0310834475332319,15958,0.910794258577093,0.0270361383002761,Control,Mineral,3-a,"1",0,12.2892682636104,55.6734190638636,12.2892682636104,55.6734190638636
"412",,4.429255,0,13.9454,1.784424,40.808857,2.506541,14.040085,5.573577,2.380729,6.381814,74.377289,0,0,9.17077,"6",33.568432,22.540779,,,,,,5.881814,"0",15955,0.437198276106596,0.032253622420603,15956,0.801477368391525,0.0536308839883957,Mineral,OG2,2-c,"1",0,12.2892452786144,55.6729466290102,12.2892452786144,55.6729466290102
"413",,5.026549,0,13.815972,1.908238,40.082371,3.096859,12.008145,5.61644,2.077833,6.447771,74.824562,0,0,8.262608,"6",34.742191,23.164547,,,,,,5.947771,"0",15956,0.620189120743202,0.0268419226046733,15956,0.916730299005535,0.022770740040928,Control,Mineral,3-a,"1",0,12.2892704371293,55.6733876500957,12.2892704371293,55.6733876500957
"414",,4.360553,0,13.921255,1.770182,40.673325,2.438642,14.010426,5.556767,2.324222,6.382777,74.460732,0,0,9.179373,"6",33.787403,22.51111,,,,,,5.882777,"0",15954,0.424146200139465,0.0341278512113909,15954,0.78319167839759,0.0553057347028033,Mineral,OG2,2-c,"1",0,12.2892474521133,55.6729152152404,12.2892474521133,55.6729152152404
"415",,5.032308,0,13.844273,1.909432,40.241226,3.102551,12.249856,5.642373,2.144065,6.439925,74.726761,0,0,8.326416,"6",34.485535,23.102543,,,,,,5.939925,"0",15957,0.61787655131182,0.0292804050548564,15957,0.921227012756677,0.0205596526124371,Control,Mineral,3-a,"1",0,12.2892726106439,55.6733562363275,12.2892726106439,55.6733562363275
"416",,4.367983,0,13.908179,1.771723,40.599937,2.445986,13.95565,5.54109,2.293623,6.384555,74.505913,0,0,9.13992,"6",33.905979,22.481894,,,,,,5.884555,"0",15953,0.430145400086668,0.0285815580940833,15953,0.80064089997453,0.0471478051129468,Mineral,OG2,2-c,"1",0,12.2892496256078,55.6728838014705,12.2892496256078,55.6728838014705
"417",,5.056724,0,13.886503,1.914493,40.478268,3.126681,12.54575,5.686237,2.242895,6.43032,74.580826,0,0,8.405993,"6",34.102558,23.038319,,,,,,5.93032,"0",15956,0.605156472851666,0.0267626160349337,15956,0.910436792372462,0.0241331509919451,Control,Mineral,3-a,"1",0,12.2892747841542,55.6733248225592,12.2892747841542,55.6733248225592
"418",,4.429013,0,13.910443,1.784374,40.612644,2.506302,13.922041,5.515332,2.298921,6.385645,74.498093,0,0,9.085163,"6",33.885448,22.451313,,,,,,5.885645,"0",15953,0.422341973075207,0.0472427308293811,15953,0.786531408107864,0.0730779441897543,Mineral,OG2,2-c,"1",0,12.2892517990981,55.6728523877003,12.2892517990981,55.6728523877003
"419",,5.120148,0,13.948341,1.92764,40.825367,3.189364,12.861025,5.721066,2.387612,6.420086,74.367126,0,0,8.495169,"6",33.541759,22.991346,,,,,,5.920086,"0",15960,0.62430527043111,0.033722101114837,15960,0.92159724412556,0.0222907101854169,Control,Mineral,3-a,"1",0,12.2892769576602,55.6732934087907,12.2892769576602,55.6732934087907
"424",,4.700255,0,13.93701,1.8406,40.761761,2.774376,13.775263,5.439434,2.361094,6.39041,74.406281,0,0,8.88233,"6",33.64452,22.40634,,,,,,5.89041,"0",15953,0.40329268217154,0.0250478804056312,15953,0.774032268323607,0.046764142061653,Mineral,Control,2-d,"1",0,12.2892583195432,55.6727581463885,12.2892583195432,55.6727581463885
"425",,5.155919,0,14.102759,1.935055,41.692116,3.224718,13.844242,5.819116,2.74899,6.388171,73.833496,0,0,8.839027,"6",32.14138,22.907906,,,,,,5.888171,"0",15956,0.597341412474306,0.0355082064770274,15956,0.917298468910802,0.0266094428610328,OG2,OG2_residual,3-b,"1",0,12.2892834781524,55.6731991674837,12.2892834781524,55.6731991674837
"426",,4.778571,0,13.965113,1.856834,40.919502,2.851777,13.789069,5.456086,2.426861,6.389962,74.309166,0,0,8.873942,"6",33.389664,22.407015,,,,,,5.889962,"0",15951,0.397077917860232,0.0300843389553926,15952,0.774066351527869,0.0569962289581313,Mineral,Control,2-d,"1",0,12.2892604930163,55.6727267326174,12.2892604930163,55.6727267326174
"427",,5.061136,0,14.099673,1.915407,41.674793,3.131042,13.997109,5.809489,2.741767,6.383209,73.844162,0,0,8.925124,"6",32.169369,22.893957,,,,,,5.883209,"0",15962,0.610960071303614,0.0317298217653118,15962,0.923546734052319,0.0213832650622136,OG2,OG2_residual,3-b,"1",0,12.2892856516412,55.6731677537143,12.2892856516412,55.6731677537143
"428",,4.817011,0,13.987874,1.864802,41.047264,2.889769,13.871423,5.491094,2.480129,6.387289,74.230507,0,0,8.891847,"6",33.183247,22.416319,,,,,,5.887289,"0",15955,0.385627398558897,0.0283655805210888,15955,0.748032017893195,0.0566126536107842,Mineral,Control,2-d,"1",0,12.2892626664851,55.6726953188461,12.2892626664851,55.6726953188461
"429",,4.951279,0,14.084895,1.892635,41.591843,3.022468,14.117559,5.798947,2.707183,6.379299,73.895226,0,0,8.997408,"6",32.303383,22.872311,,,,,,5.879299,"0",15957,0.615921487336157,0.0274374371823348,15957,0.924898117498668,0.0209712382636319,OG2,OG2_residual,3-b,"1",0,12.2892878251257,55.6731363399446,12.2892878251257,55.6731363399446
"430",,4.854726,0,13.993044,1.87262,41.076279,2.927043,13.85756,5.515655,2.492226,6.387739,74.212646,0,0,8.867267,"6",33.136368,22.422863,,,,,,5.887739,"0",15957,0.429131175393769,0.0642676329268064,15957,0.785590515163538,0.0757458009641298,Mineral,Control,2-d,"1",0,12.2892648399496,55.6726639050747,12.2892648399496,55.6726639050747
"432",,4.829566,0,14.054462,1.867405,41.421024,2.902176,14.153877,5.775063,2.635963,6.37812,74.000397,0,0,9.042965,"6",32.579372,22.834827,,,,,,5.87812,"0",15955,0.596481886972121,0.0291316745667179,15955,0.913267983885179,0.0232556627708791,OG2,OG2_residual,3-b,"1",0,12.2892899986059,55.6731049261747,12.2892899986059,55.6731049261747
"434",,4.714334,0,14.008672,1.843518,41.163998,2.78829,14.067583,5.734669,2.5288,6.380921,74.158638,0,0,9.044398,"6",32.99464,22.783113,,,,,,5.880921,"0",15957,0.61369509361752,0.0356241240212133,15957,0.919936872700772,0.0231420339700191,OG2,OG2_residual,3-b,"1",0,12.2892921720818,55.6730735124046,12.2892921720818,55.6730735124046
"435",,4.910403,0,13.979913,1.884162,41.002579,2.982069,13.713622,5.515964,2.461498,6.392411,74.258018,0,0,8.779996,"6",33.255444,22.422846,,,,,,5.892411,"0",15951,0.442158271082441,0.0400027398911578,15951,0.801654921400981,0.057290510886259,Mineral,Control,2-d,"1",0,12.2892670134098,55.672632491303,12.2892670134098,55.672632491303
"442",,4.462365,0,13.949498,1.791287,40.83186,2.539264,14.038131,5.64528,2.390319,6.381877,74.363129,0,0,9.148109,"6",33.531269,22.640818,,,,,,5.881877,"0",15956,0.393148708172417,0.0260286204296856,15956,0.748908958630578,0.0537261265079472,Mineral,OG2,3-c,"1",0,12.2892986924838,55.6729792710931,12.2892986924838,55.6729792710931
"443",,5.03981,0,13.843495,1.910987,40.236862,3.109965,12.150242,5.664714,2.142245,6.443159,74.729446,0,0,8.317091,"6",34.492588,23.275206,,,,,,5.943159,"0",15953,0.610573925594921,0.0302568872195311,15953,0.912205520789167,0.0245800705520488,Control,Mineral,3-a,"1",0,12.2893238516094,55.673420292172,12.2893238516094,55.673420292172
"444",,4.357767,0,13.935396,1.769605,40.752705,2.435888,14.102743,5.627625,2.357317,6.37978,74.411858,0,0,9.216855,"6",33.659157,22.609238,,,,,,5.87978,"0",15956,0.409315376595974,0.035030949270465,15955,0.762265264905758,0.0665224619469,Mineral,OG2,3-c,"1",0,12.2893046818359,55.6729481213337,12.2893046818359,55.6729481213337
"445",,5.021827,0,13.862714,1.907259,40.344734,3.092192,12.352221,5.662049,2.18722,6.436602,74.663033,0,0,8.38206,"6",34.318302,23.230028,,,,,,5.936602,"0",15956,0.630008374656254,0.0285255976216257,15956,0.925015017595707,0.0201237995144681,Control,Mineral,3-a,"1",0,12.2893260250839,55.6733888784026,12.2893260250839,55.6733888784026
"446",,4.286656,0,13.914701,1.754864,40.636539,2.365608,14.10298,5.615494,2.308884,6.379772,74.483383,0,0,9.236311,"6",33.84684,22.579363,,,,,,5.879772,"0",15958,0.395507199488751,0.0291174908510757,15958,0.746695295818498,0.0560743452529885,Mineral,OG2,3-c,"1",0,12.2893175170701,55.6729174452211,12.2893175170701,55.6729174452211
"447",,5.018418,0,13.889543,1.906552,40.495327,3.088823,12.591313,5.686866,2.250008,6.428841,74.57032,0,0,8.451316,"6",34.074993,23.164169,,,,,,5.928841,"0",15955,0.61602673280467,0.030887242725961,15955,0.922491379368458,0.0212436462931422,Control,Mineral,3-a,"1",0,12.289328198554,55.6733574646331,12.289328198554,55.6733574646331
"448",,4.290305,0,13.905961,1.75562,40.587482,2.369214,14.092504,5.607149,2.28843,6.380112,74.51358,0,0,9.211243,"6",33.926102,22.550486,,,,,,5.880112,"0",15958,0.387933373009558,0.031834941805787,15959,0.74851338115579,0.0626568457860345,Mineral,OG2,3-c,"1",0,12.2893303523055,55.6728867691056,12.2893303523055,55.6728867691056
"448",,4.290305,0,13.905961,1.75562,40.587482,2.369214,14.092504,5.607149,2.28843,6.380112,74.51358,0,0,9.211243,"6",33.926102,22.550486,,,,,,5.880112,"0",15958,0.387933373009558,0.031834941805787,15959,0.74851338115579,0.0626568457860345,Mineral,OG2,2-c,"2",0,12.28931144157,55.6728538965802,12.28931144157,55.6728538965802
"449",,5.037686,0,13.931147,1.910546,40.728851,3.107865,12.879716,5.725726,2.347372,6.41948,74.426544,0,0,8.534442,"6",33.697693,23.102449,,,,,,5.91948,"0",15952,0.632352777658667,0.0239296657132292,15952,0.928255345283773,0.0163855317781994,Control,Mineral,3-a,"1",0,12.2893303720199,55.6733260508633,12.2893303720199,55.6733260508633
"450",,4.349575,0,13.910539,1.767907,40.613178,2.427792,14.087439,5.587746,2.299144,6.380277,74.497765,0,0,9.163907,"6",33.884586,22.520996,,,,,,5.880277,"0",15958,0.404438975039155,0.048122482143876,15957,0.765385252062133,0.087079906758921,Mineral,OG2,3-c,"1",0,12.2893431875421,55.6728560929874,12.2893431875421,55.6728560929874
"450",,4.349575,0,13.910539,1.767907,40.613178,2.427792,14.087439,5.587746,2.299144,6.380277,74.497765,0,0,9.163907,"6",33.884586,22.520996,,,,,,5.880277,"0",15958,0.404438975039155,0.048122482143876,15957,0.765385252062133,0.087079906758921,Mineral,OG2,2-c,"2",0,12.289307386293,55.6728536160079,12.289307386293,55.6728536160079
"451",,5.095001,0,13.989495,1.922427,41.056362,3.164511,13.174449,5.756932,2.483922,6.409913,74.224907,0,0,8.621084,"6",33.168549,23.057348,,,,,,5.909913,"0",15951,0.626771994908994,0.0283433352505218,15951,0.925540357747801,0.0194793063610229,Control,Mineral,3-a,"1",0,12.2893325454814,55.6732946370933,12.2893325454814,55.6732946370933
"456",,4.64233,0,13.935458,1.828592,40.753052,2.717128,13.916933,5.530547,2.357463,6.385811,74.411644,0,0,8.935768,"6",33.658592,22.484684,,,,,,5.885811,"0",15961,0.40248045549903,0.027575910471103,15961,0.772622345578483,0.0512495068927131,Mineral,Control,2-d,"1",0,12.2893139066047,55.6727593746918,12.2893139066047,55.6727593746918
"457",,5.098455,0,14.1227,1.923143,41.804043,3.167925,14.058187,5.833492,2.795655,6.381226,73.764587,0,0,8.944789,"6",31.960545,22.976059,,,,,,5.881226,"0",15952,0.585227243045537,0.0417586845179115,15952,0.91183329293637,0.0305549723066386,OG2,OG2_residual,3-b,"1",0,12.2893390658403,55.673200395782,12.2893390658403,55.673200395782
"458",,4.725305,0,13.964081,1.845792,40.913712,2.799133,13.941133,5.552815,2.424446,6.385026,74.312737,0,0,8.924052,"6",33.399025,22.486973,,,,,,5.885026,"0",15955,0.392783744850341,0.0315411835248239,15955,0.765527282658508,0.0593052766243798,Mineral,Control,2-d,"1",0,12.2893160800334,55.6727279609193,12.2893160800334,55.6727279609193
"459",,4.998123,0,14.115248,1.902345,41.762211,3.068765,14.190297,5.816319,2.778215,6.376938,73.790337,0,0,9.025648,"6",32.02813,22.961357,,,,,,5.876938,"0",15954,0.61020525826672,0.0280353135294094,15954,0.924878340370003,0.0198920023106887,OG2,OG2_residual,3-b,"1",0,12.2893412392847,55.6731689820111,12.2893412392847,55.6731689820111
"460",,4.771353,0,13.988149,1.855338,41.048805,2.844644,14.027355,5.587706,2.480772,6.382227,74.229561,0,0,8.937647,"6",33.180756,22.496441,,,,,,5.882227,"0",15956,0.371857373391769,0.0272593666736059,15955,0.719642278366199,0.0585834902986684,Mineral,Control,2-d,"1",0,12.2893182534577,55.6726965471466,12.2893182534577,55.6726965471466
"461",,4.883224,0,14.096663,1.878528,41.657894,2.955208,14.294381,5.799017,2.734722,6.373559,73.854561,0,0,9.093565,"6",32.196671,22.936438,,,,,,5.873559,"0",15955,0.604289233858254,0.0296498659401126,15955,0.919736933536344,0.023020473227479,OG2,OG2_residual,3-b,"1",0,12.2893434127248,55.67313756824,12.2893434127248,55.67313756824
"463",,4.760004,0,14.067231,1.852985,41.492695,2.833427,14.334104,5.773435,2.665845,6.37227,73.956268,0,0,9.14307,"6",32.463577,22.895323,,,,,,5.87227,"0",15954,0.612026342719334,0.0258514604189748,15954,0.922536675809275,0.019367825079794,OG2,OG2_residual,3-b,"1",0,12.2893455861605,55.6731061544687,12.2893455861605,55.6731061544687
"464",,4.813503,0,13.992294,1.864075,41.072075,2.886301,14.011621,5.607641,2.490474,6.382738,74.215233,0,0,8.90617,"6",33.143158,22.502172,,,,,,5.882738,"0",15960,0.417858057299204,0.0435240532237163,15961,0.78148968649511,0.0646519718369406,Mineral,Control,2-d,"1",0,12.2893204268778,55.6726651333737,12.2893204268778,55.6726651333737
"466",,4.639104,0,14.020721,1.827924,41.231632,2.71394,14.251885,5.736838,2.556999,6.374939,74.116997,0,0,9.14834,"6",32.885365,22.842344,,,,,,5.874939,"0",15955,0.610638049055289,0.0334602746854484,15955,0.920659590406277,0.0224922452705908,OG2,OG2_residual,3-b,"1",0,12.289347759592,55.6730747406972,12.289347759592,55.6730747406972
"468",,4.870913,0,13.975431,1.875976,40.977421,2.943041,13.859744,5.606792,2.45101,6.387668,74.273506,0,0,8.80802,"6",33.296085,22.501917,,,,,,5.887668,"0",15959,0.434904803391036,0.0338413630927136,15959,0.798427617710869,0.0567093791230539,Mineral,Control,2-d,"1",0,12.2893226002936,55.6726337196005,12.2893226002936,55.6726337196005
"473",,4.366588,0,13.949245,1.771433,40.830437,2.444606,14.198284,5.667902,2.389727,6.376679,74.363998,0,0,9.242146,"6",33.533566,22.704636,,,,,,5.876679,"0",15957,0.397436227998003,0.0314687997433497,15957,0.756709976849822,0.0606073488421877,Mineral,OG2,3-c,"1",0,12.2893542798607,55.6729804993813,12.2893542798607,55.6729804993813
"474",,5.017295,0,13.887172,1.90632,40.482018,3.087713,12.497116,5.725606,2.244459,6.431899,74.578514,0,0,8.446602,"6",34.096497,23.343111,,,,,,5.931899,"0",15951,0.617940246406808,0.0337536863994679,15952,0.914299204418718,0.0271901005136438,Control,Mineral,3-a,"1",0,12.2893794396127,55.6734215204552,12.2893794396127,55.6734215204552
"474",,5.017295,0,13.887172,1.90632,40.482018,3.087713,12.497116,5.725606,2.244459,6.431899,74.578514,0,0,8.446602,"6",34.096497,23.343111,,,,,,5.931899,"0",15951,0.617940246406808,0.0337536863994679,15952,0.914299204418718,0.0271901005136438,Control,Mineral,4-a,"2",0,12.2894277602535,55.6734248635956,12.2894277602535,55.6734248635956
"475",,4.259962,0,13.934279,1.749331,40.746437,2.339226,14.264877,5.651764,2.354704,6.374517,74.415718,0,0,9.310775,"6",33.669285,22.673494,,,,,,5.874517,"0",15952,0.389947988916798,0.0323461828086032,15952,0.735834656896045,0.0658123795019122,Mineral,OG2,3-c,"1",0,12.289356453275,55.6729490856089,12.289356453275,55.6729490856089
"476",,4.9849,0,13.901772,1.899604,40.563965,3.055697,12.684882,5.724395,2.278626,6.425804,74.528061,0,0,8.514472,"6",33.964096,23.291138,,,,,,5.925804,"0",15953,0.646782991475598,0.0292326675992408,15953,0.93321540569322,0.0177426053962947,Control,Mineral,3-a,"1",0,12.2893816130427,55.6733901066844,12.2893816130427,55.6733901066844
"477",,4.195947,0,13.916649,1.736061,40.647476,2.275959,14.274817,5.640427,2.313444,6.374195,74.476646,0,0,9.330746,"6",33.82917,22.644129,,,,,,5.874195,"0",15953,0.392903062823962,0.0311326804172979,15953,0.745339914882683,0.0607675672031254,Mineral,OG2,3-c,"1",0,12.289358626685,55.6729176718363,12.289358626685,55.6729176718363
"478",,4.972043,0,13.928276,1.896939,40.712738,3.042989,12.931946,5.750984,2.340654,6.417784,74.436462,0,0,8.592269,"6",33.723728,23.222473,,,,,,5.917784,"0",15957,0.626806706096726,0.0334363102986158,15957,0.925779964886207,0.0218460548490679,Control,Mineral,3-a,"1",0,12.2893837864684,55.6733586929134,12.2893837864684,55.6733586929134
"479",,4.207781,0,13.910734,1.738514,40.614277,2.287654,14.276442,5.641542,2.299602,6.374142,74.497086,0,0,9.304525,"6",33.882809,22.615858,,,,,,5.874142,"0",15954,0.406486981028944,0.0303695817383061,15954,0.779646419060623,0.0540661089243019,Mineral,OG2,3-c,"1",0,12.2893608000907,55.6728862580635,12.2893608000907,55.6728862580635
"480",,4.986383,0,13.971601,1.899912,40.955921,3.057163,13.227049,5.784828,2.442046,6.408205,74.286743,0,0,8.684491,"6",33.330822,23.163881,,,,,,5.908205,"0",15954,0.628993026931827,0.0258942800139587,15954,0.926181099891394,0.0185817881425585,Control,Mineral,3-a,"1",0,12.2893859598898,55.6733272791422,12.2893859598898,55.6733272791422
"481",,4.274851,0,13.917159,1.752417,40.650341,2.353941,14.280783,5.635046,2.314638,6.374001,74.474884,0,0,9.254017,"6",33.824543,22.587831,,,,,,5.874001,"0",15957,0.419427075442152,0.037891131425051,15957,0.787639027065581,0.0624795013750193,Mineral,OG2,3-c,"1",0,12.2893629734921,55.6728548442904,12.2893629734921,55.6728548442904
"487",,4.598328,0,13.938766,1.819471,40.771614,2.67364,14.048966,5.591249,2.365201,6.381526,74.400215,0,0,8.987376,"6",33.628605,22.562645,,,,,,5.881526,"0",15956,0.383896987226844,0.028012772304275,15956,0.744991211886019,0.0595665239848455,Mineral,Control,3-d,"1",0,12.2893830463647,55.6727615406148,12.2893830463647,55.6727615406148
"488",,5.009586,0,14.138465,1.904722,41.892529,3.080094,14.322558,5.857875,2.832549,6.372645,73.710106,0,0,9.071335,"6",31.817577,23.041414,,,,,,5.872645,"0",15956,0.563918369953182,0.0391726157580626,15956,0.90078536800407,0.032634681366728,OG2,OG2_residual,3-b,"1",0,12.2893946535325,55.6732016240552,12.2893946535325,55.6732016240552
"489",,4.685935,0,13.964122,1.837631,40.91394,2.760223,14.063533,5.61714,2.424543,6.381053,74.312592,0,0,8.963063,"6",33.398651,22.567148,,,,,,5.881053,"0",15956,0.371985629465226,0.0316226862185647,15956,0.73461306834578,0.0658325806920502,Mineral,Control,2-d,"1",0,12.2893769706705,55.6726979919868,12.2893769706705,55.6726979919868
"489",,4.685935,0,13.964122,1.837631,40.91394,2.760223,14.063533,5.61714,2.424543,6.381053,74.312592,0,0,8.963063,"6",33.398651,22.567148,,,,,,5.881053,"0",15956,0.371985629465226,0.0316226862185647,15956,0.73461306834578,0.0658325806920502,Mineral,Control,3-d,"2",0,12.2893958814522,55.6727308644689,12.2893958814522,55.6727308644689
"490",,4.910676,0,14.128704,1.884218,41.837742,2.982339,14.437207,5.833321,2.809707,6.368923,73.743835,0,0,9.14512,"6",31.906096,23.025248,,,,,,5.868923,"0",15953,0.604752786279599,0.0254543733889451,15953,0.922383804702538,0.0202915913274233,OG2,OG2_residual,3-b,"1",0,12.2893968269325,55.6731702102829,12.2893968269325,55.6731702102829
"491",,4.742325,0,13.98964,1.849321,41.057178,2.815954,14.148243,5.652039,2.484263,6.378303,74.224403,0,0,8.969999,"6",33.167229,22.577463,,,,,,5.878303,"0",15953,0.374045489844555,0.0315181505036683,15953,0.724339778812778,0.064257570633012,Mineral,Control,2-d,"1",0,12.2893738404347,55.6726977754219,12.2893738404347,55.6726977754219
"491",,4.742325,0,13.98964,1.849321,41.057178,2.815954,14.148243,5.652039,2.484263,6.378303,74.224403,0,0,8.969999,"6",33.167229,22.577463,,,,,,5.878303,"0",15953,0.374045489844555,0.0315181505036683,15953,0.724339778812778,0.064257570633012,Mineral,Control,3-d,"2",0,12.2894087165409,55.6727001883202,12.2894087165409,55.6727001883202
"492",,4.799727,0,14.108274,1.86122,41.723068,2.872686,14.520196,5.810693,2.761895,6.36623,73.814438,0,0,9.204601,"6",32.09137,22.997509,,,,,,5.86623,"0",15951,0.597940025953774,0.0275620123944857,15951,0.917440750693671,0.0212113861174159,OG2,OG2_residual,3-b,"1",0,12.2893990003281,55.6731387965103,12.2893990003281,55.6731387965103
"494",,4.682869,0,14.078334,1.836996,41.555016,2.757194,14.542426,5.783435,2.691828,6.365508,73.917908,0,0,9.246569,"6",32.362888,22.953539,,,,,,5.865508,"0",15954,0.605810165151223,0.0278365622029036,15954,0.918840231270932,0.0219726143705535,OG2,OG2_residual,3-b,"1",0,12.2894011737194,55.6731073827376,12.2894011737194,55.6731073827376
"495",,4.790741,0,13.996289,1.859357,41.094494,2.863805,14.148744,5.671974,2.499821,6.378287,74.201431,0,0,8.938475,"6",33.106937,22.583208,,,,,,5.878287,"0",15954,0.386364751683974,0.0348941112138119,15953,0.742299733214682,0.0629815675257236,Mineral,Control,2-d,"1",0,12.2893760138103,55.6726663616476,12.2893760138103,55.6726663616476
"495",,4.790741,0,13.996289,1.859357,41.094494,2.863805,14.148744,5.671974,2.499821,6.378287,74.201431,0,0,8.938475,"6",33.106937,22.583208,,,,,,5.878287,"0",15954,0.386364751683974,0.0348941112138119,15953,0.742299733214682,0.0629815675257236,Mineral,Control,3-d,"2",0,12.2894215516308,55.6726695121687,12.2894215516308,55.6726695121687
