fid,id,boron,calcium,clay,copper,fineSand,humus,potassium,magnesium,phosphorus,rt,sand,totalN,zinc,silt,jb,coarseSand,altitude,sulfur,iron,manganese,molybdenum,sodium,ph,fiSoil,NDRE0517_b1_count,NDRE0517_b1_mean,NDRE0517_b1_stdev,NDVI_b1_count,NDVI_b1_mean,NDVI_b1_stdev,T_2021,T_2022,PLOT_ID,n,distance,feature_x,feature_y,nearest_x,nearest_y
"27",,5.234733,0,13.952681,1.951393,40.84972,3.302611,12.514415,5.503012,2.397766,6.431337,74.352135,0,0,8.392577,"6",33.502411,22.262482,,,,,,5.931337,"0",15957,0.605537830761682,0.0618366727845798,15957,0.90541664435465,0.0465998870921964,Control,Mineral,1-a,"1",0,12.2885521422913,55.6733088523176,12.2885521422913,55.6733088523176
"29",,5.300308,0,13.966311,1.964986,40.926224,3.36742,12.53449,5.549156,2.429663,6.430686,74.305031,0,0,8.36124,"6",33.378807,22.198156,,,,,,5.930686,"0",15959,0.637231947403293,0.0247478961807767,15959,0.930807762112681,0.0166371465091112,Control,Mineral,1-a,"1",0,12.288554316375,55.6732774385677,12.288554316375,55.6732774385677
"31",,5.335213,0,13.972829,1.972221,40.962814,3.401917,12.546339,5.596171,2.444919,6.430301,74.282501,0,0,8.342751,"6",33.319691,22.133507,,,,,,5.930301,"0",15955,0.635916053524065,0.029690681815278,15954,0.93103029658595,0.0199476407052455,Control,Mineral,1-a,"1",0,12.2885564904544,55.6732460248176,12.2885564904544,55.6732460248176
"34",,5.341259,0,13.957318,1.973475,40.875751,3.407893,12.400831,5.611862,2.40862,6.435024,74.336105,0,0,8.298685,"6",33.46035,22.094517,,,,,,5.935024,"0",15953,0.62713260065685,0.038876981868171,15953,0.923060639871667,0.0258490151224655,Control,Mineral,1-a,"1",0,12.2885586645295,55.6732146110673,12.2885586645295,55.6732146110673
"47",,5.207088,0,13.917937,1.945662,40.654705,3.275288,12.334002,5.503327,2.316458,6.437194,74.472198,0,0,8.334579,"6",33.81749,22.29701,,,,,,5.937194,"0",15953,0.619655394710314,0.0470448717559014,15953,0.916899744716175,0.0318778709250682,Control,Mineral,1-a,"1",0,12.2886077301011,55.6733100809486,12.2886077301011,55.6733100809486
"49",,5.264867,0,13.93471,1.957639,40.748852,3.332393,12.388135,5.550384,2.355711,6.435437,74.41423,0,0,8.318664,"6",33.665382,22.230356,,,,,,5.935437,"0",15954,0.624208658466636,0.0243715661180257,15954,0.924608161265022,0.0178761272924979,Control,Mineral,1-a,"1",0,12.2886099041403,55.6732786671973,12.2886099041403,55.6732786671973
"51",,5.295961,0,13.946491,1.964085,40.81498,3.363124,12.443704,5.596808,2.383281,6.433633,74.37352,0,0,8.316865,"6",33.55854,22.167215,,,,,,5.933633,"0",15961,0.636274195954985,0.0282940803786638,15961,0.929239422174394,0.0191685505464947,Control,Mineral,1-a,"1",0,12.2886120781753,55.6732472534458,12.2886120781753,55.6732472534458
"53",,5.301692,0,13.939267,1.965273,40.774429,3.368788,12.363032,5.614105,2.366375,6.436251,74.398483,0,0,8.29346,"6",33.624054,22.128956,,,,,,5.936251,"0",15955,0.602325103631105,0.0421967257444399,15955,0.907296831598105,0.0324352529369875,Control,Mineral,1-a,"1",0,12.288614252206,55.673215839694,12.288614252206,55.673215839694
"66",,5.232735,0,13.874692,1.950978,40.411964,3.300636,11.872895,5.524835,2.215252,6.452161,74.621643,0,0,8.203031,"6",34.209675,22.089828,,,,,,5.952161,"0",15956,0.582932045917204,0.0409592039568788,15956,0.905665030363479,0.0290663600141751,OG2,OG2_residual,1-b,"1",0,12.2886229482856,55.6730901846849,12.2886229482856,55.6730901846849
"68",,5.222775,0,13.875754,1.948914,40.417931,3.290793,11.913114,5.497563,2.217738,6.450856,74.617973,0,0,8.215484,"6",34.200039,22.094301,,,,,,5.950856,"0",15955,0.616804227065756,0.031332270002083,15956,0.924453300621672,0.0192018050192813,OG2,OG2_residual,1-b,"1",0,12.2886251222948,55.6730587709321,12.2886251222948,55.6730587709321
"71",,5.145214,0,13.876029,1.932836,40.419476,3.214138,12.141252,5.444935,2.218382,6.44345,74.61702,0,0,8.292814,"6",34.197544,22.361055,,,,,,5.94345,"0",15957,0.582176233194089,0.0391891988968592,15956,0.895864025359765,0.0319902275532251,Control,Mineral,1-a,"1",0,12.2886611439161,55.673342723307,12.2886611439161,55.673342723307
"73",,5.175833,0,13.88058,1.939183,40.445019,3.244399,12.144036,5.499717,2.229033,6.44336,74.601295,0,0,8.273728,"6",34.156273,22.33264,,,,,,5.94336,"0",15954,0.629322014434289,0.0318618382828681,15954,0.924405837740473,0.0215191048710833,Control,Mineral,1-a,"1",0,12.2886633179152,55.6733113095545,12.2886633179152,55.6733113095545
"75",,5.23,0,13.902469,1.950412,40.567879,3.297934,12.237978,5.550704,2.280257,6.44031,74.52565,0,0,8.273946,"6",33.957775,22.264603,,,,,,5.94031,"0",15951,0.62400664822688,0.0287499806842585,15952,0.922326206451015,0.0222967569982485,Control,Mineral,1-a,"1",0,12.28866549191,55.6732798958017,12.28866549191,55.6732798958017
"77",,5.259475,0,13.921957,1.956522,40.677269,3.327064,12.350154,5.59692,2.325865,6.436669,74.458305,0,0,8.292675,"6",33.781036,22.203173,,,,,,5.936669,"0",15954,0.627997691165509,0.0284348170501496,15954,0.926188691477287,0.0190847937917114,Control,Mineral,1-a,"1",0,12.2886676659005,55.6732484820488,12.2886676659005,55.6732484820488
"79",,5.266901,0,13.926599,1.958061,40.703323,3.334403,12.35498,5.614674,2.336729,6.436513,74.442261,0,0,8.296736,"6",33.738937,22.165268,,,,,,5.936513,"0",15956,0.629290786915239,0.038283976001431,15956,0.922617588635823,0.0254760732294016,Control,Mineral,1-a,"1",0,12.2886698398868,55.6732170682956,12.2886698398868,55.6732170682956
"85",,5.242723,0,13.909948,1.953049,40.609863,3.310508,12.131495,5.580641,2.297763,6.443767,74.499802,0,0,8.279742,"6",33.889938,22.123861,,,,,,5.943767,"0",15951,0.617375598434864,0.0316354363135764,15951,0.923968649842464,0.0212071091430949,OG2,OG2_residual,1-b,"1",0,12.2886763618196,55.6731228270348,12.2886763618196,55.6731228270348
"87",,5.204923,0,13.894448,1.945213,40.522861,3.273149,12.105518,5.560172,2.261489,6.44461,74.553368,0,0,8.279037,"6",34.030502,22.123186,,,,,,5.94461,"0",15955,0.601825668364623,0.0377244638714606,15955,0.915915920027593,0.0266933506372963,OG2,OG2_residual,1-b,"1",0,12.2886785357887,55.6730914132807,12.2886785357887,55.6730914132807
"90",,5.195334,0,13.899776,1.943226,40.552765,3.263673,12.173652,5.533848,2.273956,6.442399,74.534958,0,0,8.301596,"6",33.982193,22.123816,,,,,,5.942399,"0",15958,0.616596696434022,0.0286445501351075,15957,0.924759841991739,0.018433623741839,OG2,OG2_residual,1-b,"1",0,12.2886807097534,55.6730599995264,12.2886807097534,55.6730599995264
"96",,5.188611,0,13.918323,1.941832,40.656868,3.257027,12.300132,5.469092,2.317359,6.438293,74.470863,0,0,8.353786,"6",33.813999,22.110447,,,,,,5.938293,"0",15951,0.607701343792328,0.0292475369710403,15951,0.919586630340176,0.0217055194535994,OG2,OG2_residual,1-b,"1",0,12.2886828837138,55.673028585772,12.2886828837138,55.673028585772
"98",,5.206786,0,13.972782,1.945599,40.962551,3.27499,12.591789,5.385452,2.444809,6.428826,74.282669,0,0,8.469563,"6",33.320118,22.080807,,,,,,5.928826,"0",15951,0.594698702563732,0.0353257487030796,15951,0.911358589479882,0.0257793174782714,OG2,OG2_residual,1-b,"1",0,12.28868505767,55.6729971720173,12.28868505767,55.6729971720173
"101",,5.130252,0,13.844311,1.929735,40.24144,3.19935,11.95439,5.426293,2.144154,6.449516,74.726631,0,0,8.22971,"6",34.485188,22.404495,,,,,,5.949516,"0",15953,0.637722738531326,0.0266009801718175,15953,0.924027006730595,0.0208584444690143,Control,Mineral,1-a,"1",0,12.288716731779,55.6733439518892,12.288716731779,55.6733439518892
"103",,5.161202,0,13.855161,1.93615,40.302341,3.229939,12.004655,5.488731,2.169546,6.447885,74.689133,0,0,8.225766,"6",34.386791,22.368387,,,,,,5.947885,"0",15955,0.637624745218031,0.0285121444796034,15955,0.925999863672242,0.0209887494607177,Control,Mineral,1-a,"1",0,12.2887189057336,55.6733125381352,12.2887189057336,55.6733125381352
"104",,5.187212,0,14.020139,1.941542,41.228363,3.255646,12.977721,5.278451,2.555636,6.416298,74.119011,0,0,8.605204,"6",32.890648,21.999983,,,,,,5.916298,"0",15953,0.444302613536205,0.0258618028967702,15953,0.801654487764216,0.0441744252745677,Mineral,OG2,1-c,"1",0,12.2886915795126,55.6729029307518,12.2886915795126,55.6729029307518
"105",,5.21243,0,13.881629,1.946769,40.450905,3.280569,12.135252,5.543642,2.231487,6.443645,74.597672,0,0,8.240134,"6",34.146763,22.299763,,,,,,5.943645,"0",15956,0.617723379399012,0.0285216389451982,15955,0.920785446661612,0.0211706542022569,Control,Mineral,1-a,"1",0,12.288721079684,55.673281124381,12.288721079684,55.673281124381
"107",,5.2433,0,13.907928,1.953169,40.598518,3.311078,12.291547,5.590198,2.293032,6.438572,74.50679,0,0,8.274208,"6",33.908268,22.240513,,,,,,5.938572,"0",15954,0.640793176795421,0.0252485462071945,15954,0.930236625132651,0.0166969640844277,Control,Mineral,1-a,"1",0,12.2887232536301,55.6732497106266,12.2887232536301,55.6732497106266
"109",,5.255551,0,13.922373,1.955708,40.6796,3.323186,12.36078,5.609606,2.326838,6.436325,74.456871,0,0,8.297574,"6",33.777267,22.203703,,,,,,5.936325,"0",15950,0.618689295232857,0.0369260762542756,15950,0.918471785742661,0.0255463827247869,Control,Mineral,1-a,"1",0,12.2887254275719,55.673218296872,12.2887254275719,55.673218296872
"115",,5.237198,0,13.926919,1.951904,40.70512,3.305047,12.292582,5.599928,2.337479,6.438538,74.441154,0,0,8.326879,"6",33.736034,22.161964,,,,,,5.938538,"0",15951,0.601508092726296,0.042550414789345,15951,0.914703884073787,0.0295479720996049,OG2,OG2_residual,1-b,"1",0,12.2887319493714,55.6731240556069,12.2887319493714,55.6731240556069
"117",,5.200481,0,13.917347,1.944293,40.65139,3.268759,12.304461,5.586076,2.315077,6.438153,74.474236,0,0,8.339659,"6",33.822842,22.160017,,,,,,5.938153,"0",15952,0.612242868347626,0.0329092550784589,15952,0.920888997775053,0.0219106765003437,OG2,OG2_residual,1-b,"1",0,12.288734123296,55.6730926418514,12.288734123296,55.6730926418514
"119",,5.192583,0,13.925691,1.942655,40.698227,3.260953,12.387811,5.560748,2.334604,6.435447,74.445396,0,0,8.367956,"6",33.747173,22.157154,,,,,,5.935447,"0",15956,0.615072481343548,0.0297074033576346,15956,0.923989159443319,0.0195874247485922,OG2,OG2_residual,1-b,"1",0,12.2887362972163,55.6730612280957,12.2887362972163,55.6730612280957
"121",,5.189315,0,13.944492,1.941978,40.803761,3.257724,12.505664,5.494747,2.378604,6.431622,74.380424,0,0,8.417357,"6",33.576664,22.139946,,,,,,5.931622,"0",15955,0.603350035124757,0.0291744487488054,15955,0.915560830367915,0.0215376827077628,OG2,OG2_residual,1-b,"1",0,12.2887384711323,55.6730298143398,12.2887384711323,55.6730298143398
"124",,5.206817,0,13.994505,1.945606,41.08448,3.275021,12.766946,5.409955,2.495646,6.42314,74.207596,0,0,8.522878,"6",33.123116,22.107565,,,,,,5.92314,"0",15951,0.60686084358313,0.0349361029384208,15953,0.915928530430021,0.0239652650456023,OG2,OG2_residual,1-b,"1",0,12.288740645044,55.6729984005836,12.288740645044,55.6729984005836
"132",,5.095337,0,13.796204,1.922497,39.971409,3.164844,11.651417,5.368686,2.031569,6.459351,74.892876,0,0,8.146075,"5",34.921467,22.471445,,,,,,5.959351,"0",15956,0.63252230552645,0.0270180219499723,15956,0.919955869516982,0.0214821777134514,Control,Mineral,1-a,"1",0,12.2887723196461,55.6733451804462,12.2887723196461,55.6733451804462
"132",,5.095337,0,13.796204,1.922497,39.971409,3.164844,11.651417,5.368686,2.031569,6.459351,74.892876,0,0,8.146075,"5",34.921467,22.471445,,,,,,5.959351,"0",15956,0.63252230552645,0.0270180219499723,15956,0.919955869516982,0.0214821777134514,Control,Mineral,2-a,"2",0,12.2888088935565,55.6733477114307,12.2888088935565,55.6733477114307
"133",,5.179176,0,14.032377,1.939876,41.297062,3.247704,13.102956,5.313149,2.584278,6.412233,74.076721,0,0,8.643201,"6",32.779659,22.024567,,,,,,5.912233,"0",15955,0.454541348411685,0.0325991103662702,15955,0.812637563924437,0.0502674892525274,Mineral,OG2,1-c,"1",0,12.2887471667533,55.6729041593139,12.2887471667533,55.6729041593139
"134",,5.124566,0,13.811919,1.928556,40.059624,3.19373,11.752645,5.446801,2.068349,6.456065,74.83857,0,0,8.155784,"6",34.778942,22.428623,,,,,,5.956065,"0",15955,0.620199858968589,0.0277527931553508,15954,0.918202981892663,0.0211168789205735,Control,Mineral,1-a,"1",0,12.2887744935564,55.6733137666908,12.2887744935564,55.6733137666908
"134",,5.124566,0,13.811919,1.928556,40.059624,3.19373,11.752645,5.446801,2.068349,6.456065,74.83857,0,0,8.155784,"6",34.778942,22.428623,,,,,,5.956065,"0",15955,0.620199858968589,0.0277527931553508,15954,0.918202981892663,0.0211168789205735,Control,Mineral,2-a,"2",0,12.2888217292825,55.6733170354869,12.2888217292825,55.6733170354869
"135",,5.214997,0,14.035269,1.947302,41.313293,3.283105,13.094375,5.307304,2.591046,6.412512,74.066727,0,0,8.614902,"6",32.753433,22.002157,,,,,,5.912512,"0",15953,0.463129283204494,0.0348923284321194,15953,0.817558394041524,0.0529387162920708,Mineral,OG2,1-c,"1",0,12.2887493406478,55.6728727455569,12.2887493406478,55.6728727455569
"136",,5.163434,0,13.839053,1.936613,40.211926,3.232144,11.912325,5.509993,2.131848,6.450881,74.744797,0,0,8.184002,"6",34.532875,22.359423,,,,,,5.950881,"0",15957,0.619764979410689,0.0301494584859746,15958,0.923141559296226,0.0222511476266191,Control,Mineral,1-a,"1",0,12.2887766674623,55.6732823529352,12.2887766674623,55.6732823529352
"137",,5.25461,0,14.035271,1.955513,41.313301,3.322256,13.045312,5.301612,2.59105,6.414104,74.066719,0,0,8.575755,"6",32.753414,21.98312,,,,,,5.914104,"0",15953,0.456722521545789,0.027275946249335,15953,0.815805281515533,0.0440842763090088,Mineral,OG2,1-c,"1",0,12.288751514538,55.6728413317996,12.288751514538,55.6728413317996
"138",,5.196368,0,13.873628,1.94344,40.405998,3.264694,12.111586,5.561761,2.212764,6.444413,74.625313,0,0,8.236362,"6",34.219318,22.301054,,,,,,5.944413,"0",15961,0.630862376152308,0.0265120277008144,15961,0.926991562329918,0.0187924510394523,Control,Mineral,1-a,"1",0,12.2887788413639,55.6732509391793,12.2887788413639,55.6732509391793
"139",,5.298039,0,14.038995,1.964516,41.334206,3.365178,13.004762,5.274953,2.599765,6.415421,74.053848,0,0,8.541978,"6",32.719643,21.95101,,,,,,5.915421,"0",15953,0.485414397695599,0.0290962828306698,15953,0.853505043473683,0.0376077647478929,Mineral,OG2,1-c,"1",0,12.288753688424,55.6728099180422,12.288753688424,55.6728099180422
"140",,5.215484,0,13.898724,1.947402,40.546856,3.283587,12.242833,5.589499,2.271492,6.440153,74.538597,0,0,8.279097,"6",33.991737,22.26479,,,,,,5.940153,"0",15955,0.609516427254311,0.0407931215938295,15955,0.913262930169669,0.0295697061319971,Control,Mineral,1-a,"1",0,12.2887810152613,55.6732195254233,12.2887810152613,55.6732195254233
"141",,5.344006,0,14.050824,1.974044,41.4006,3.410608,13.008141,5.264292,2.627448,6.415311,74.01297,0,0,8.525597,"6",32.61237,21.916824,,,,,,5.915311,"0",15957,0.466911910569271,0.0310159392804721,15956,0.841650612063951,0.0433978979823555,Mineral,OG2,1-c,"1",0,12.2887558623056,55.6727785042845,12.2887558623056,55.6727785042845
"146",,5.188288,0,13.923654,1.941765,40.68679,3.256708,12.363601,5.611763,2.329836,6.436233,74.452438,0,0,8.367197,"6",33.765652,22.219704,,,,,,5.936233,"0",15959,0.580426480379967,0.0410930794149612,15959,0.903900978140787,0.0324361255609333,OG2,OG2_residual,1-b,"1",0,12.2887875369275,55.6731252841538,12.2887875369275,55.6731252841538
"148",,5.154906,0,13.920972,1.934845,40.671741,3.223716,12.42704,5.600759,2.323561,6.434174,74.461708,0,0,8.393604,"6",33.789967,22.214407,,,,,,5.934174,"0",15955,0.620189654333993,0.0314431870650356,15955,0.925646274615066,0.0232106850505722,OG2,OG2_residual,1-b,"1",0,12.2887897108077,55.6730938703969,12.2887897108077,55.6730938703969
"150",,5.152431,0,13.934813,1.934332,40.749435,3.221271,12.536059,5.574228,2.355954,6.430635,74.413872,0,0,8.430042,"6",33.66444,22.205357,,,,,,5.930635,"0",15959,0.617536699376359,0.03023543180031,15959,0.924625191184182,0.0203747015389479,OG2,OG2_residual,1-b,"1",0,12.2887918846835,55.6730624566397,12.2887918846835,55.6730624566397
"153",,5.164818,0,13.959929,1.9369,40.890404,3.233513,12.657996,5.503453,2.414729,6.426677,74.32708,0,0,8.479476,"6",33.436676,22.179768,,,,,,5.926677,"0",15958,0.587495247285189,0.0305904710986402,15958,0.905547235077493,0.0252215953042239,OG2,OG2_residual,1-b,"1",0,12.2887940585551,55.6730310428824,12.2887940585551,55.6730310428824
"155",,5.18397,0,14.004884,1.94087,41.142738,3.252441,12.881145,5.417338,2.519935,6.419433,74.17173,0,0,8.570946,"6",33.028992,22.141424,,,,,,5.919433,"0",15960,0.5976668345002,0.0353555220391367,15959,0.914186295485824,0.0241661511096449,OG2,OG2_residual,1-b,"1",0,12.2887962324224,55.6729996291248,12.2887962324224,55.6729996291248
"162",,5.174982,0,14.040073,1.939007,41.340256,3.243557,13.172918,5.333117,2.602288,6.409962,74.050125,0,0,8.666246,"6",32.709866,22.050484,,,,,,5.909962,"0",15956,0.485975673730868,0.0308937986675629,15956,0.844619159080325,0.0404499839528364,Mineral,OG2,1-c,"1",0,12.2888027539984,55.6729053878508,12.2888027539984,55.6729053878508
"163",,5.072397,0,13.748031,1.917742,39.701015,3.142171,11.338186,5.303523,1.918833,6.469518,75.059349,0,0,8.050448,"5",35.358334,22.539062,,,,,,5.969518,"0",15958,0.533425458939075,0.126849493925029,15958,0.806713333863007,0.161719724670363,Control,Mineral,2-a,"1",0,12.2888279075176,55.6733464089781,12.2888279075176,55.6733464089781
"164",,5.20581,0,14.0394,1.945397,41.336483,3.274026,13.151527,5.328533,2.600714,6.410656,74.052444,0,0,8.634126,"6",32.715965,22.027573,,,,,,5.910656,"0",15961,0.45723703669229,0.0331424270828665,15961,0.805848766819187,0.0542153031605807,Mineral,OG2,1-c,"1",0,12.2888049278484,55.6728739740923,12.2888049278484,55.6728739740923
"165",,5.100152,0,13.770619,1.923495,39.827805,3.169602,11.488235,5.383595,1.971696,6.464647,74.981293,0,0,8.078489,"5",35.153484,22.488363,,,,,,5.964647,"0",15951,0.617438481206184,0.0260073646102507,15952,0.914730746792246,0.0202236606930279,Control,Mineral,2-a,"1",0,12.2888300813834,55.6733149952212,12.2888300813834,55.6733149952212
"166",,5.240932,0,14.03693,1.952678,41.322613,3.308738,13.0928,5.318202,2.594932,6.412563,74.060989,0,0,8.593347,"6",32.738373,22.007471,,,,,,5.912563,"0",15958,0.450021500371351,0.0317957302763984,15958,0.808591712434753,0.0499300755437765,Mineral,OG2,1-c,"1",0,12.2888071016942,55.6728425603336,12.2888071016942,55.6728425603336
"167",,5.134357,0,13.803354,1.930586,40.011547,3.203407,11.703126,5.458811,2.048305,6.457672,74.868164,0,0,8.125073,"6",34.856617,22.416321,,,,,,5.957672,"0",15952,0.616023298945192,0.029260899365365,15952,0.919615892302936,0.0218732934528587,Control,Mineral,2-a,"1",0,12.2888356297296,55.6732838149793,12.2888356297296,55.6732838149793
"168",,5.277358,0,14.037679,1.960228,41.326817,3.344738,13.039185,5.284302,2.596684,6.414303,74.058395,0,0,8.559185,"6",32.731583,21.975262,,,,,,5.914303,"0",15955,0.475799053371308,0.0299264241504007,15955,0.842409065351782,0.041674466318541,Mineral,OG2,1-c,"1",0,12.2888092755357,55.6728111465748,12.2888092755357,55.6728111465748
"169",,5.169598,0,13.847081,1.937891,40.256989,3.238237,11.95775,5.522953,2.150637,6.449407,74.717056,0,0,8.197626,"6",34.460068,22.360573,,,,,,5.949407,"0",15956,0.618834074484836,0.034541323358368,15956,0.92050846006584,0.0233397455619806,Control,Mineral,2-a,"1",0,12.2888484654604,55.6732531390241,12.2888484654604,55.6732531390241
"170",,5.315948,0,14.046082,1.968228,41.373981,3.382878,13.027579,5.265589,2.616349,6.41468,74.029358,0,0,8.54168,"6",32.65538,21.942068,,,,,,5.91468,"0",15955,0.460384882069874,0.0297129317916264,15955,0.835161282989307,0.045191311543456,Mineral,OG2,1-c,"1",0,12.2888114493729,55.6727797328156,12.2888114493729,55.6727797328156
"176",,5.384326,0,14.039179,1.982402,41.335239,3.450457,12.878204,5.351049,2.600196,6.419529,74.053215,0,0,8.457151,"6",32.717972,21.910137,,,,,,5.919529,"0",15954,0.436090330710623,0.0487811457739625,15954,0.796494743332941,0.0651321472122655,Mineral,Control,1-d,"1",0,12.2888179708586,55.672685491537,12.2888179708586,55.672685491537
"177",,5.134001,0,13.921743,1.930512,40.676071,3.203056,12.497297,5.613396,2.325367,6.431893,74.459038,0,0,8.41616,"6",33.782967,22.281729,,,,,,5.931893,"0",15953,0.601633428553985,0.0376627061658083,15953,0.9153446153377,0.0305036625442277,OG2,OG2_residual,1-b,"1",0,12.2888431244879,55.6731265126756,12.2888431244879,55.6731265126756
"178",,5.382102,0,14.001911,1.981941,41.126049,3.448259,12.644966,5.389311,2.512978,6.4271,74.182007,0,0,8.367827,"6",33.055954,21.914602,,,,,,5.9271,"0",15957,0.409528404984131,0.0352097144777819,15957,0.769414265272559,0.0625623985649662,Mineral,Control,1-d,"1",0,12.2888201446786,55.672654077777,12.2888201446786,55.672654077777
"179",,5.1001,0,13.927354,1.923484,40.707561,3.169551,12.62139,5.609544,2.338495,6.427865,74.439651,0,0,8.463442,"6",33.732094,22.275467,,,,,,5.927865,"0",15956,0.623508928775578,0.0269179714036923,15956,0.928630204570117,0.0175053219974036,OG2,OG2_residual,1-b,"1",0,12.2888452983236,55.6730950989173,12.2888452983236,55.6730950989173
"180",,5.393277,0,13.968399,1.984257,40.93795,3.459303,12.376175,5.394168,2.434552,6.435825,74.297813,0,0,8.274487,"6",33.359859,21.923676,,,,,,5.935825,"0",15959,0.400934044566995,0.0293966781458109,15959,0.754504451062851,0.0557308670036301,Mineral,Control,1-d,"1",0,12.2888223184943,55.6726226640168,12.2888223184943,55.6726226640168
"181",,5.093901,0,13.944097,1.922199,40.801537,3.163424,12.751372,5.577683,2.377678,6.423646,74.381798,0,0,8.510684,"6",33.580257,22.258539,,,,,,5.923646,"0",15956,0.610354331545915,0.0323045067162804,15956,0.921604435294157,0.0214417883063702,OG2,OG2_residual,1-b,"1",0,12.288847472155,55.6730636851587,12.288847472155,55.6730636851587
"183",,5.1125,0,13.974627,1.926055,40.972912,3.181806,12.891838,5.509094,2.449129,6.419086,74.276283,0,0,8.56728,"6",33.303375,22.226173,,,,,,5.919086,"0",15951,0.596694078613812,0.0279009190136899,15951,0.912030133335772,0.0214493704105618,OG2,OG2_residual,1-b,"1",0,12.2888496459822,55.6730322713999,12.2888496459822,55.6730322713999
"184",,5.402048,0,13.951232,1.986076,40.841587,3.467971,12.228699,5.373979,2.394376,6.440612,74.35714,0,0,8.22366,"6",33.515553,21.919603,,,,,,5.940612,"0",15957,0.413987517166371,0.0315149065498597,15958,0.775902042748307,0.0523069668597342,Mineral,Control,1-d,"1",0,12.2888244923057,55.6725912502564,12.2888244923057,55.6725912502564
"193",,5.139874,0,14.048765,1.931729,41.389042,3.20886,13.330515,5.355182,2.622629,6.404847,74.020088,0,0,8.722288,"6",32.631042,22.087805,,,,,,5.904847,"0",15951,0.476173442184764,0.0411466634569548,15951,0.831583273865931,0.0592266750037689,Mineral,OG2,1-c,"1",0,12.2888583412477,55.6729066163625,12.2888583412477,55.6729066163625
"194",,5.031446,0,13.704922,1.909253,39.459045,3.101699,11.08607,5.27517,1.817947,6.477702,75.208321,0,0,7.985055,"5",35.749279,22.615318,,,,,,5.977702,"0",15953,0.478307157814678,0.158018971219247,15953,0.730405985819601,0.208455026376019,Control,Mineral,2-a,"1",0,12.2888834953933,55.6733476374848,12.2888834953933,55.6733476374848
"195",,5.169317,0,14.04323,1.937833,41.357979,3.23796,13.277085,5.355379,2.609676,6.406581,74.039215,0,0,8.679597,"6",32.681236,22.064215,,,,,,5.906581,"0",15952,0.452922361044432,0.0333484409857571,15952,0.807442680062911,0.0536136817629066,Mineral,OG2,1-c,"1",0,12.2888605150533,55.6728752026026,12.2888605150533,55.6728752026026
"196",,5.059055,0,13.732485,1.914976,39.613758,3.128985,11.284725,5.357366,1.882452,6.471253,75.113075,0,0,8.025457,"5",35.499313,22.559757,,,,,,5.971253,"0",15956,0.605201059100203,0.0290454604026122,15955,0.909115131821837,0.0239127081389122,Control,Mineral,2-a,"1",0,12.2888856692147,55.6733162237265,12.2888856692147,55.6733162237265
"197",,5.205895,0,14.037337,1.945415,41.324898,3.27411,13.187724,5.341526,2.595885,6.409482,74.059578,0,0,8.628975,"6",32.73468,22.041824,,,,,,5.909482,"0",15957,0.469148870661435,0.0341760840069834,15957,0.834204239083119,0.0466786935112274,Mineral,OG2,1-c,"1",0,12.2888626888547,55.6728437888425,12.2888626888547,55.6728437888425
"198",,5.092431,0,13.771364,1.921895,39.831989,3.161971,11.552031,5.44109,1.97344,6.462577,74.978714,0,0,8.087951,"5",35.146725,22.487095,,,,,,5.962577,"0",15954,0.617199731884452,0.032384092262653,15954,0.917550777913007,0.0230397673636676,Control,Mineral,2-a,"1",0,12.2888878430317,55.673284809968,12.2888878430317,55.673284809968
"199",,5.251732,0,14.039917,1.954916,41.339378,3.319412,13.119537,5.306487,2.601922,6.411695,74.050667,0,0,8.590008,"6",32.711285,22.006908,,,,,,5.911695,"0",15953,0.467470168734855,0.0292267841427549,15955,0.839243819010515,0.0418139509515542,Mineral,OG2,1-c,"1",0,12.2888648626517,55.6728123750822,12.2888648626517,55.6728123750822
"200",,5.130686,0,13.824364,1.929825,40.129478,3.199779,11.866968,5.512941,2.097473,6.452353,74.795563,0,0,8.180296,"6",34.666084,22.434305,,,,,,5.952353,"0",15953,0.61241101102045,0.0386282378016865,15953,0.914695783979742,0.0268478880983694,Control,Mineral,2-a,"1",0,12.2888900168445,55.6732533962093,12.2888900168445,55.6732533962093
"207",,5.350488,0,14.033424,1.975388,41.302937,3.417014,12.891649,5.347986,2.586728,6.419092,74.073097,0,0,8.476462,"6",32.770161,21.944983,,,,,,5.919092,"0",15956,0.416701053952582,0.0369637447502285,15956,0.777648186009012,0.0656009064914385,Mineral,Control,1-d,"1",0,12.2888735577969,55.6726867200387,12.2888735577969,55.6726867200387
"208",,5.084686,0,13.922247,1.920289,40.678898,3.154317,12.681595,5.642855,2.326544,6.425911,74.457298,0,0,8.466135,"6",33.778404,22.348913,,,,,,5.925911,"0",15952,0.593679529737117,0.0430063044824387,15952,0.911742160812304,0.0309623638191826,OG2,OG2_residual,2-b,"1",0,12.2889013475903,55.6731279235465,12.2889013475903,55.6731279235465
"209",,5.346406,0,13.999428,1.974541,41.11211,3.412979,12.679267,5.383591,2.507166,6.425986,74.190582,0,0,8.397008,"6",33.078476,21.950169,,,,,,5.925986,"0",15953,0.433731608814351,0.0319045418286834,15953,0.801076268186571,0.0510375525713823,Mineral,Control,1-d,"1",0,12.2888757315724,55.6726553062772,12.2888757315724,55.6726553062772
