"Treatment_2021","Treatment_2022","PLOT_ID","Block_a","Block_b","country.x","plot_number","timestamp","count","mean","median","std","Date","Year","Treatment","Yearreal","delta_time"
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-03-31,40,0.250072711280414,0.249407830337683,0.0128476378463563,2021-03-31,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-04-07,40,0.305501068733176,0.306643458349364,0.0163402646894053,2021-04-07,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-04-14,39.9571428571429,0.445915129355022,0.441772128428732,0.0167697256430983,2021-04-14,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-04-21,39.9714285714286,0.24763898111525,0.243952663597607,0.0105919652219329,2021-04-21,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-04-28,40,0.342192940695697,0.341132164314514,0.0164344641820238,2021-04-28,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-05-05,40,0.357895246323417,0.356128636528464,0.0160883837653433,2021-05-05,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-05-12,40,0.343773843172718,0.340132426689653,0.0171028517378384,2021-05-12,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-05-19,40,0.418345770625735,0.446859287405882,0.0166239940827011,2021-05-19,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-05-26,40,0.678632394833998,0.688229390553066,0.0173585092619298,2021-05-26,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-06-02,40,0.758829972573689,0.755447428850901,0.0209837026805395,2021-06-02,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-06-09,40,0.795000699588231,0.794079908302852,0.0162406830959731,2021-06-09,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-06-16,40,0.80565228675093,0.80525504052639,0.015807898371436,2021-06-16,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-06-23,40,0.795870432147273,0.79582393610919,0.0169012080705552,2021-06-23,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-06-30,40,0.770659993385061,0.769722151760792,0.0217252445459303,2021-06-30,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-07-07,40,0.718500411564531,0.664305502358748,0.0231163692090432,2021-07-07,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-07-14,40,0.564028804086977,0.53849577812516,0.017183690536197,2021-07-14,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-07-21,40,0.444380162017686,0.443710418684142,0.0172615594430161,2021-07-21,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-07-28,40,0.357627818981806,0.357955326636632,0.0115145497644941,2021-07-28,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-08-04,40,0.325414867982978,0.327291279321625,0.0113660514332531,2021-08-04,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-08-11,39.9928571428571,0.29544359948728,0.294597429462842,0.0141280460969678,2021-08-11,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-08-18,39.9,0.281100611795079,0.295447224378586,0.0139593750238418,2021-08-18,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-08-25,39.9642857142857,0.284606789291163,0.293163468440374,0.0132067746127999,2021-08-25,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-09-01,40,0.289996818417595,0.295804128405594,0.014860999293714,2021-09-01,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-09-08,40,0.26897883557138,0.270793861103436,0.0117139245738231,2021-09-08,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-09-15,40,0.32298689087232,0.32157994641198,0.0100412055229147,2021-09-15,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-09-22,40,0.363898967703183,0.363123426834742,0.0125174749021728,2021-09-22,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-09-29,40,0.378436750835842,0.376573357317183,0.0204308356882797,2021-09-29,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-10-06,40,0.398932837777668,0.384124157211137,0.0246292063596821,2021-10-06,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-10-13,40,0.490928570429484,0.465937036843527,0.0196899307803029,2021-10-13,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-10-20,40,0.549474153253767,0.549934336432704,0.022442009989862,2021-10-20,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-10-27,40,0.594728639556302,0.595812811304337,0.0173587474359751,2021-10-27,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-11-03,40,0.6570471285118,0.657939757737849,0.0146360634438072,2021-11-03,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-11-10,40,0.700946797927221,0.70085816582044,0.0160129782743752,2021-11-10,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-11-17,40,0.744846467342642,0.743776573903031,0.0173898931049431,2021-11-17,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-11-24,40,0.774073815839091,0.679232190628064,0.0262155089942711,2021-11-24,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-12-01,40,0.771022058313801,0.600218959009418,0.032365252281754,2021-12-01,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-12-08,40,0.76699214606058,0.621653319551395,0.0297689017338248,2021-12-08,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-12-15,40,0.762962233807359,0.643087680093371,0.0271725511858956,2021-12-15,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-12-22,40,0.758932321554138,0.664522040635347,0.0245762006379663,2021-12-22,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-12-29,40,0.754902409300918,0.685956401177324,0.0219798500900371,2021-12-29,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-01-05,40,0.750872497047697,0.7073907617193,0.0193834995421079,2022-01-05,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-01-12,40,0.746842584794476,0.728825122261277,0.0167871489941787,2022-01-12,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-01-19,40,0.745736179603356,0.744738341298896,0.0151106584740413,2022-01-19,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-01-26,40,0.75106148994886,0.74850504902693,0.0154578600150461,2022-01-26,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-02-02,40,0.702109962701797,0.699160233139992,0.0212283676955848,2022-02-02,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-02-09,40,0.492543918745858,0.502086822475706,0.0189345647314829,2022-02-09,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-02-16,40,0.43794878504493,0.488256599221911,0.0152566486171313,2022-02-16,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-02-23,40,0.571745169627202,0.632448264530727,0.0132001085606004,2022-02-23,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-03-02,40,0.67069164060411,0.664139582997277,0.0090325344908272,2022-03-02,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-03-09,40,0.636094570869491,0.636703247115726,0.0114192246304204,2022-03-09,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-03-16,40,0.590243419011434,0.590646018584569,0.0098838353684792,2022-03-16,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-03-23,40,0.52696578843253,0.526861302554607,0.0086030359546254,2022-03-23,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-03-30,40,0.569703813110079,0.569861113670326,0.0099344073983264,2022-03-30,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-04-06,40,0.598053296407064,0.598894083499908,0.0076834260796507,2022-04-06,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-04-13,40,0.648271123568217,0.648742353916168,0.008939183379213,2022-04-13,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-04-20,40,0.699021201048579,0.699245472039495,0.0067096494271286,2022-04-20,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-04-27,40,0.749385366938552,0.750715086350636,0.0083534617110022,2022-04-27,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-05-04,40,0.787645100026715,0.787480031957432,0.0066636931483766,2022-05-04,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-05-11,40,0.808441990689069,0.808385240430591,0.0070079181914632,2022-05-11,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-05-18,40,0.819754614549525,0.819676823475782,0.0061532509211889,2022-05-18,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-05-25,40,0.832143166185427,0.8320532487721,0.0054516394585449,2022-05-25,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-06-01,40,0.859856152534485,0.860015320777893,0.0070377905853092,2022-06-01,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-06-08,40,0.873682538668315,0.872119983658195,0.0079653899156255,2022-06-08,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-06-15,40,0.863317741288079,0.857308972626925,0.0071676007064525,2022-06-15,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-06-22,40,0.847418422169156,0.842267359207783,0.0071539528439253,2022-06-22,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-06-29,40,0.764592452276321,0.765526667946861,0.0086601677206566,2022-06-29,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-07-06,40,0.661473472913106,0.663179794947306,0.0121313855828096,2022-07-06,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-07-13,40,0.543857701122761,0.545201423977103,0.0166436995911811,2022-07-13,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-07-20,40,0.417778673129422,0.418183930643967,0.0130582149140536,2022-07-20,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-07-27,40,0.34047080874443,0.339233523607254,0.011920208344236,2022-07-27,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-08-03,40,0.290723888646989,0.291308663194142,0.0117473885239589,2022-08-03,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-08-10,40,0.268772920682317,0.267411257066424,0.0131905558297321,2022-08-10,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-08-17,40,0.257351678130882,0.256835688969919,0.0111378158575722,2022-08-17,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-08-24,40,0.239844143550311,0.239414117911032,0.0166376600041985,2022-08-24,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-08-31,40,0.228930166363716,0.228652214862051,0.0157392366523189,2022-08-31,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-09-07,40,0.263630608362811,0.263391484994264,0.0142195203474589,2022-09-07,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-09-14,40,0.334054000675678,0.329307768493891,0.020009160041809,2022-09-14,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-09-21,40,0.370544326305389,0.369009268283844,0.0159632005728781,2022-09-21,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-03-31,41,0.25572895294144,0.257232036618959,0.012980544230058,2021-03-31,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-04-07,41,0.302388020011843,0.304426696227521,0.0188835785743229,2021-04-07,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-04-14,40.9142857142857,0.433732973677771,0.433598248447691,0.0227838702765958,2021-04-14,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-04-21,40.9428571428571,0.246066292126973,0.247684640827633,0.0116898696204381,2021-04-21,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-04-28,41,0.343123361343095,0.343905182070091,0.0135928126181154,2021-04-28,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-05-05,41,0.361318241147434,0.360712770153494,0.0155055078075212,2021-05-05,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-05-12,41,0.350904737325276,0.349295165608911,0.01570578363231,2021-05-12,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-05-19,41,0.423422926170303,0.459475067441537,0.0147713834283322,2021-05-19,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-05-26,41,0.669621072548292,0.685348598729996,0.0124494626172005,2021-05-26,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-06-02,41,0.748467263721284,0.746505080234437,0.0149649732213999,2021-06-02,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-06-09,41,0.786914701972689,0.786067732459023,0.0107364314563927,2021-06-09,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-06-16,41,0.794047172580447,0.791827110591389,0.0114744091118198,2021-06-16,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-06-23,41,0.780294836671264,0.778548929426405,0.0134691738661516,2021-06-23,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-06-30,41,0.74913976134807,0.743507553457944,0.0186941620692447,2021-06-30,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-07-07,41,0.698271042905968,0.637831455818853,0.0164333716324739,2021-07-07,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-07-14,41,0.548318061149783,0.521182993084801,0.0141214206410876,2021-07-14,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-07-21,41,0.42321923907314,0.420640090746539,0.0196170821852449,2021-07-21,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-07-28,41,0.355150133371353,0.35530815521876,0.013108802648882,2021-07-28,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-08-04,41,0.327823115246636,0.328505862681639,0.0113949237302655,2021-08-04,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-08-11,40.9857142857143,0.29802839245115,0.297898429845061,0.01348069702009,2021-08-11,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-08-18,40.8,0.301292508840561,0.295222535729408,0.0164375909604132,2021-08-18,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-08-25,40.9285714285714,0.300699573187601,0.298016596053328,0.0152284305520533,2021-08-25,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-09-01,41,0.288619988021396,0.293623339916979,0.017734791839584,2021-09-01,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-09-08,41,0.265307768469765,0.268419733596227,0.0130156894170102,2021-09-08,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-09-15,41,0.315779527028402,0.314984036816491,0.012862849359711,2021-09-15,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-09-22,41,0.356165317197641,0.354166713853677,0.0152205529933174,2021-09-22,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-09-29,41,0.380903096662627,0.376619171765116,0.0210960176255967,2021-09-29,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-10-06,41,0.396084685174246,0.391775553188627,0.0232869727677473,2021-10-06,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-10-13,41,0.470939340335982,0.471973086396853,0.016781005143587,2021-10-13,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-10-20,41,0.560006585386064,0.559830522095716,0.020726965740323,2021-10-20,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-10-27,41,0.608373264826479,0.609561515272294,0.019221580311996,2021-10-27,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-11-03,41,0.669589406086339,0.671091684864627,0.0167869233086498,2021-11-03,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-11-10,41,0.714215685923894,0.714620063702265,0.0164248563038806,2021-11-10,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-11-17,41,0.75884196576145,0.758148442539904,0.0160627892991114,2021-11-17,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-11-24,41,0.787618701774923,0.689731121559028,0.0185316716312568,2021-11-24,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-12-01,41,0.781526441375414,0.604936881993826,0.0208266394105381,2021-12-01,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-12-08,41,0.774377544720968,0.62414801808504,0.0202063356454555,2021-12-08,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-12-15,41,0.767228648066521,0.643359154176254,0.0195860318803729,2021-12-15,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-12-22,41,0.760079751412074,0.662570290267467,0.0189657281152904,2021-12-22,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-12-29,41,0.752930854757627,0.681781426358681,0.0183454243502078,2021-12-29,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-01-05,41,0.74578195810318,0.700992562449895,0.0177251205851252,2022-01-05,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-01-12,41,0.738633061448733,0.720203698541109,0.0171048168200426,2022-01-12,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-01-19,41,0.737487332561077,0.737514690342513,0.01765460459321,2022-01-19,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-01-26,41,0.749548572760362,0.750645364706333,0.0207785937505272,2022-01-26,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-02-02,41,0.708494246006012,0.709281072020531,0.0182236246764659,2022-02-02,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-02-09,40.5714285714286,0.511927468436105,0.516195878386497,0.0184959801180022,2022-02-09,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-02-16,40.5714285714286,0.453558927232569,0.501049680369241,0.0151168712680893,2022-02-16,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-02-23,41,0.569959847958057,0.631805094225066,0.0136298589142305,2022-02-23,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-03-02,41,0.668382681551434,0.662308576561156,0.0094948766886123,2022-03-02,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-03-09,41,0.636860035714649,0.636429871122042,0.0104002321272024,2022-03-09,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-03-16,41,0.586859613656998,0.586972266435623,0.0083879303031911,2022-03-16,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-03-23,41,0.523035851972444,0.521774735833917,0.0120813763101718,2022-03-23,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-03-30,41,0.561703085189774,0.561035050877503,0.0105334698510844,2022-03-30,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-04-06,41,0.589672156174978,0.589929517110189,0.0110186575601498,2022-04-06,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-04-13,41,0.639055184523264,0.638532821337382,0.0110135064770778,2022-04-13,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-04-20,41,0.694799853222711,0.694614216685295,0.0092741074705762,2022-04-20,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-04-27,41,0.741847273646569,0.740765965410641,0.011115009468809,2022-04-27,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-05-04,41,0.785236477699815,0.786391123064927,0.0084646996645237,2022-05-04,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-05-11,41,0.805444251151145,0.805375588103002,0.0063567378537674,2022-05-11,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-05-18,41,0.816291449701085,0.816299419192707,0.0060128519201979,2022-05-18,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-05-25,41,0.828244398646996,0.828312887639559,0.0058239857114444,2022-05-25,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-06-01,41,0.854668128490448,0.853743898868561,0.0065799607895314,2022-06-01,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-06-08,41,0.86807041366895,0.864901451393962,0.0070811075856909,2022-06-08,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-06-15,41,0.858751224146949,0.85205826535821,0.0068925421219319,2022-06-15,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-06-22,41,0.842909449528134,0.838067307482873,0.0069451945135369,2022-06-22,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-06-29,41,0.752715056708881,0.753581378573463,0.0105136038890729,2022-06-29,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-07-06,41,0.654884964227676,0.656360367933909,0.0114862190869947,2022-07-06,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-07-13,41,0.539437729333128,0.542141469461577,0.0156963771275643,2022-07-13,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-07-20,41,0.412776449961322,0.414545180967876,0.0143627017403819,2022-07-20,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-07-27,41,0.340010263025761,0.339708237349987,0.00958999004215,2022-07-27,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-08-03,41,0.281278404008065,0.281743682787887,0.0140814006112382,2022-08-03,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-08-10,41,0.26506813056767,0.263789930646973,0.0128426808680939,2022-08-10,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-08-17,41,0.257217433303595,0.256378185270088,0.0098802461122561,2022-08-17,2022,"MIN",2022,7
