"PLOT_ID","Block_a","Block_b","boron","calcium","clay","copper","fineSand","humus","potassium","magnesium","phosphorus","rt","sand","totalN","zinc","silt","jb","coarseSand","altitude","ph","fiSoil","total_area","NDVI_cum","NDRE_cum","timestamp","NDVI_mean","Treatment_2021","Treatment_2022","Treatment","NDRE_mean"
"10a-5","2a","1b",1.8602173584734,0,5.91092337429966,0.830983828972448,42.3341013001502,1.77220109052446,10.7530312257263,2.63206832819269,3.30641891327326,5.83074214910761,87.6492186517934,0,0,4.66765645715647,4,45.3151185247069,25.4467474406515,5.33074214910761,0,69.252,78.148783769,54.665275784,2021-07-21,0.478102931,"ECO","ECO","ECO",0.349606785
"10a-5","2a","1b",1.8602173584734,0,5.91092337429966,0.830983828972448,42.3341013001502,1.77220109052446,10.7530312257263,2.63206832819269,3.30641891327326,5.83074214910761,87.6492186517934,0,0,4.66765645715647,4,45.3151185247069,25.4467474406515,5.33074214910761,0,69.252,78.148783769,54.665275784,2021-07-28,0.465847239,"ECO","ECO","ECO",0.346300939
"10a-5","2a","1b",1.8602173584734,0,5.91092337429966,0.830983828972448,42.3341013001502,1.77220109052446,10.7530312257263,2.63206832819269,3.30641891327326,5.83074214910761,87.6492186517934,0,0,4.66765645715647,4,45.3151185247069,25.4467474406515,5.33074214910761,0,69.252,78.148783769,54.665275784,2021-08-04,0.454284782,"ECO","ECO","ECO",0.3397723
"10a-5","2a","1b",1.8602173584734,0,5.91092337429966,0.830983828972448,42.3341013001502,1.77220109052446,10.7530312257263,2.63206832819269,3.30641891327326,5.83074214910761,87.6492186517934,0,0,4.66765645715647,4,45.3151185247069,25.4467474406515,5.33074214910761,0,69.252,78.148783769,54.665275784,2021-08-11,0.401293784,"ECO","ECO","ECO",0.299890829
"10a-5","2a","1b",1.8602173584734,0,5.91092337429966,0.830983828972448,42.3341013001502,1.77220109052446,10.7530312257263,2.63206832819269,3.30641891327326,5.83074214910761,87.6492186517934,0,0,4.66765645715647,4,45.3151185247069,25.4467474406515,5.33074214910761,0,69.252,78.148783769,54.665275784,2021-08-18,0.455782548,"ECO","ECO","ECO",0.313114944
"10a-5","2a","1b",1.8602173584734,0,5.91092337429966,0.830983828972448,42.3341013001502,1.77220109052446,10.7530312257263,2.63206832819269,3.30641891327326,5.83074214910761,87.6492186517934,0,0,4.66765645715647,4,45.3151185247069,25.4467474406515,5.33074214910761,0,69.252,78.148783769,54.665275784,2021-08-25,0.521858832,"ECO","ECO","ECO",0.330692854
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-03-31,0.273670993,"REF_3","REF_3","REF_3",0.187237463
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-04-07,0.30102164,"REF_3","REF_3","REF_3",0.199923625
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-04-14,0.423409513,"REF_3","REF_3","REF_3",0.190938195
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-04-21,0.255440011,"REF_3","REF_3","REF_3",0.207699894
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-04-28,0.357594202,"REF_3","REF_3","REF_3",0.233608582
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-05-05,0.417957178,"REF_3","REF_3","REF_3",0.309348484
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-05-12,0.465622695,"REF_3","REF_3","REF_3",0.379453934
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-05-19,0.55800377,"REF_3","REF_3","REF_3",0.449559385
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-05-26,0.743317155,"REF_3","REF_3","REF_3",0.519123153
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-06-02,0.8188141,"REF_3","REF_3","REF_3",0.567919253
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-06-09,0.823131398,"REF_3","REF_3","REF_3",0.573884682
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-06-16,0.793261793,"REF_3","REF_3","REF_3",0.547773314
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-06-23,0.713827564,"REF_3","REF_3","REF_3",0.489576462
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-06-30,0.643531924,"REF_3","REF_3","REF_3",0.42620709
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-07-07,0.566546236,"REF_3","REF_3","REF_3",0.362212449
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-07-14,0.502424335,"REF_3","REF_3","REF_3",0.339122196
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-07-21,0.474902223,"REF_3","REF_3","REF_3",0.327518178
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-07-28,0.442774306,"REF_3","REF_3","REF_3",0.309081803
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-08-04,0.422895623,"REF_3","REF_3","REF_3",0.292456741
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-08-11,0.385817853,"REF_3","REF_3","REF_3",0.289176532
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-08-18,0.455901306,"REF_3","REF_3","REF_3",0.312972431
"10b-13","2a","2b",1.8579645774165,0,5.94070735075995,0.82947568229216,42.2867271510728,1.77313195917465,10.7730374544033,2.64394933538724,3.25709618632098,5.84494507000664,87.6091430690113,0,0,4.67701771499668,4,45.322416031488,24.8799758274402,5.34494507000664,0,63.294,77.568904329,53.615711037,2021-08-25,0.515077222,"REF_3","REF_3","REF_3",0.331830908
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-03-31,0.267106173,"FEK","FEK","FEK",0.195519984
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-04-07,0.292918868,"FEK","FEK","FEK",0.185047231
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-04-14,0.41107358,"FEK","FEK","FEK",0.179291354
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-04-21,0.247890349,"FEK","FEK","FEK",0.194454571
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-04-28,0.349107184,"FEK","FEK","FEK",0.224401139
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-05-05,0.418243305,"FEK","FEK","FEK",0.307142243
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-05-12,0.479921318,"FEK","FEK","FEK",0.375704978
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-05-19,0.577355473,"FEK","FEK","FEK",0.444267713
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-05-26,0.748761052,"FEK","FEK","FEK",0.512465736
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-06-02,0.824912155,"FEK","FEK","FEK",0.565555272
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-06-09,0.827796041,"FEK","FEK","FEK",0.576298026
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-06-16,0.789917733,"FEK","FEK","FEK",0.54946094
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-06-23,0.712440685,"FEK","FEK","FEK",0.493780209
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-06-30,0.655857655,"FEK","FEK","FEK",0.440250211
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-07-07,0.581536739,"FEK","FEK","FEK",0.381866275
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-07-14,0.506261047,"FEK","FEK","FEK",0.350417583
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-07-21,0.486841863,"FEK","FEK","FEK",0.349447429
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-07-28,0.448499988,"FEK","FEK","FEK",0.331369013
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-08-04,0.430843639,"FEK","FEK","FEK",0.316968141
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-08-11,0.384285481,"FEK","FEK","FEK",0.295934565
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-08-18,0.46090917,"FEK","FEK","FEK",0.313997852
"10c-3","4a","3b",1.9695877925019,0,6.46922090497338,0.904209840562738,41.4460789252015,1.78965104196198,11.1280522758327,2.8547818518327,3.28323886631179,5.83741723154373,86.8979924958327,0,0,4.84313540159696,4,45.4519145544943,24.5988821343726,5.33741723154372,0,65.75,78.096938864,54.125947841,2021-08-25,0.521332227,"FEK","FEK","FEK",0.344157782
"10d-12","4a","4b",1.82302033861653,0,6.72642203813256,0.806079276563391,41.0369772168935,1.79769048439168,11.3008198366353,2.9573835359759,3.38367525050809,5.80849605427456,86.551911817145,0,0,4.92397625302297,4,45.5149341513313,24.6068142437676,5.30849605427456,0,68.393,76.870964569,52.660260513,2021-03-31,0.262434177,"REF_2","REF_2","REF_2",0.196824315
"10d-12","4a","4b",1.82302033861653,0,6.72642203813256,0.806079276563391,41.0369772168935,1.79769048439168,11.3008198366353,2.9573835359759,3.38367525050809,5.80849605427456,86.551911817145,0,0,4.92397625302297,4,45.5149341513313,24.6068142437676,5.30849605427456,0,68.393,76.870964569,52.660260513,2021-04-07,0.276680339,"REF_2","REF_2","REF_2",0.189769847
"10d-12","4a","4b",1.82302033861653,0,6.72642203813256,0.806079276563391,41.0369772168935,1.79769048439168,11.3008198366353,2.9573835359759,3.38367525050809,5.80849605427456,86.551911817145,0,0,4.92397625302297,4,45.5149341513313,24.6068142437676,5.30849605427456,0,68.393,76.870964569,52.660260513,2021-04-14,0.406094273,"REF_2","REF_2","REF_2",0.183309468
"10d-12","4a","4b",1.82302033861653,0,6.72642203813256,0.806079276563391,41.0369772168935,1.79769048439168,11.3008198366353,2.9573835359759,3.38367525050809,5.80849605427456,86.551911817145,0,0,4.92397625302297,4,45.5149341513313,24.6068142437676,5.30849605427456,0,68.393,76.870964569,52.660260513,2021-04-21,0.247683962,"REF_2","REF_2","REF_2",0.187225158
"10d-12","4a","4b",1.82302033861653,0,6.72642203813256,0.806079276563391,41.0369772168935,1.79769048439168,11.3008198366353,2.9573835359759,3.38367525050809,5.80849605427456,86.551911817145,0,0,4.92397625302297,4,45.5149341513313,24.6068142437676,5.30849605427456,0,68.393,76.870964569,52.660260513,2021-04-28,0.350674331,"REF_2","REF_2","REF_2",0.203503943
"10d-12","4a","4b",1.82302033861653,0,6.72642203813256,0.806079276563391,41.0369772168935,1.79769048439168,11.3008198366353,2.9573835359759,3.38367525050809,5.80849605427456,86.551911817145,0,0,4.92397625302297,4,45.5149341513313,24.6068142437676,5.30849605427456,0,68.393,76.870964569,52.660260513,2021-05-05,0.41745489,"REF_2","REF_2","REF_2",0.301162175
"10d-12","4a","4b",1.82302033861653,0,6.72642203813256,0.806079276563391,41.0369772168935,1.79769048439168,11.3008198366353,2.9573835359759,3.38367525050809,5.80849605427456,86.551911817145,0,0,4.92397625302297,4,45.5149341513313,24.6068142437676,5.30849605427456,0,68.393,76.870964569,52.660260513,2021-05-12,0.472714455,"REF_2","REF_2","REF_2",0.374797966
"10d-12","4a","4b",1.82302033861653,0,6.72642203813256,0.806079276563391,41.0369772168935,1.79769048439168,11.3008198366353,2.9573835359759,3.38367525050809,5.80849605427456,86.551911817145,0,0,4.92397625302297,4,45.5149341513313,24.6068142437676,5.30849605427456,0,68.393,76.870964569,52.660260513,2021-05-19,0.567586311,"REF_2","REF_2","REF_2",0.448433756
