"Treatment_2021","Treatment_2022","PLOT_ID","Block_a","Block_b","country.x","plot_number","timestamp","country.y","count","mean","median","std","Date","Year","Treatment","Yearreal","delta_time"
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-03-31,"denmark",40,0.183115728199482,0.183941284460681,0.0172234974535448,2021-03-31,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-04-07,"denmark",40,0.18975832490694,0.18648138520669,0.0212890082324037,2021-04-07,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-04-14,"denmark",39.8333333333333,0.196401352683703,0.193688713014126,0.0198329308380683,2021-04-14,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-04-21,"denmark",39.952380952381,0.190552576666786,0.190365965345076,0.0158524012381565,2021-04-21,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-04-28,"denmark",40,0.214499017181701,0.215599600141658,0.0152695639421323,2021-04-28,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-05-05,"denmark",40,0.268162630890545,0.267319744616224,0.0161028376192246,2021-05-05,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-05-12,"denmark",40,0.305199537622301,0.30390149642501,0.0170690662864791,2021-05-12,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-05-19,"denmark",40,0.354685453506639,0.352959401700132,0.0179084735189594,2021-05-19,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-05-26,"denmark",40,0.478162316339357,0.47612091189339,0.0181788972224153,2021-05-26,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-06-02,"denmark",40,0.525329315946216,0.521597506034942,0.0238073245134382,2021-06-02,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-06-09,"denmark",40,0.540374042811217,0.536988891937115,0.025631744828489,2021-06-09,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-06-16,"denmark",40,0.568524934627392,0.563877058249933,0.0262849320110584,2021-06-16,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-06-23,"denmark",40,0.593117531802919,0.591260549094942,0.024932043833865,2021-06-23,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-06-30,"denmark",40,0.544252482874323,0.544057444312405,0.0282884209951102,2021-06-30,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-07-07,"denmark",40,0.464025930330461,0.463320529582549,0.0261346612467753,2021-07-07,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-07-14,"denmark",40,0.375267239477561,0.373799299935297,0.0192727463234368,2021-07-14,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-07-21,"denmark",40,0.305411144026688,0.304844154843262,0.0162509326556963,2021-07-21,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-07-28,"denmark",40,0.270443429549535,0.270469600955645,0.0147424923876921,2021-07-28,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-08-04,"denmark",40,0.241533065379477,0.239649696567026,0.0122585478824797,2021-08-04,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-08-11,"denmark",39.9914285714286,0.233233544473745,0.233954738658302,0.0094071020588886,2021-08-11,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-08-18,"denmark",39.88,0.210697019100189,0.211593019962311,0.0113268249109387,2021-08-18,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-08-25,"denmark",39.875,0.197523264214396,0.197805656120181,0.0166169231524691,2021-08-25,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-09-01,"denmark",39.9964285714286,0.202457992093904,0.202674772324307,0.0170083086106127,2021-09-01,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-09-08,"denmark",40,0.188086746744328,0.187323436576438,0.0130677430152699,2021-09-08,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-09-15,"denmark",40,0.191091786054048,0.187977826053446,0.0187018179673362,2021-09-15,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-09-22,"denmark",40,0.261641263961792,0.261272192001343,0.0109987928687284,2021-09-22,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-09-29,"denmark",40,0.276431530714035,0.274242142836253,0.0204714625659916,2021-09-29,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-10-06,"denmark",40,0.290950951831681,0.287869779836564,0.0255785803236658,2021-10-06,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-10-13,"denmark",40,0.31945161308561,0.322017394361042,0.0231392842584422,2021-10-13,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-10-20,"denmark",40,0.350402375062307,0.352926968424409,0.0294480505916807,2021-10-20,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-10-27,"denmark",40,0.378895757048308,0.378598202186061,0.0278109105033567,2021-10-27,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-11-03,"denmark",40,0.417774428214346,0.417331960584436,0.0257376968594534,2021-11-03,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-11-10,"denmark",40,0.456967805113111,0.456461553062711,0.0236512688653809,2021-11-10,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-11-17,"denmark",40,0.496161182011877,0.495591145540987,0.0215648408713085,2021-11-17,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-11-24,"denmark",40,0.521497693538049,0.520992165210677,0.0203339327004758,2021-11-24,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-12-01,"denmark",40,0.516349101244514,0.51619032470148,0.0209851681407707,2021-12-01,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-12-08,"denmark",40,0.510276717926139,0.510473246005044,0.0216934382359483,2021-12-08,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-12-15,"denmark",40,0.504204334607765,0.504756167308608,0.0224017083311258,2021-12-15,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-12-22,"denmark",40,0.49813195128939,0.499039088612172,0.0231099784263034,2021-12-22,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2021-12-29,"denmark",40,0.492059567971016,0.493322009915736,0.0238182485214809,2021-12-29,2021,"CON",2021,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-01-05,"denmark",40,0.485987184652642,0.4876049312193,0.0245265186166585,2022-01-05,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-01-12,"denmark",40,0.479914801334267,0.481887852522864,0.025234788711836,2022-01-12,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-01-19,"denmark",40,0.473842418015893,0.476170773826428,0.0259430588070136,2022-01-19,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-01-26,"denmark",40,0.467824465064987,0.470694308484922,0.0269914587834544,2022-01-26,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-02-02,"denmark",40,0.438561953604221,0.442914016544819,0.0269628330133855,2022-02-02,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-02-09,"denmark",40,0.411111135567938,0.410980298050812,0.025147144150521,2022-02-09,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-02-16,"denmark",40,0.411817312240601,0.41027195006609,0.0204287404194474,2022-02-16,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-02-23,"denmark",40,0.412833103111812,0.412038624286652,0.016698254804526,2022-02-23,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-03-02,"denmark",40,0.421900028274173,0.422028580591792,0.0130003954816077,2022-03-02,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-03-09,"denmark",40,0.381807438319638,0.382290053935278,0.0157006724648887,2022-03-09,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-03-16,"denmark",40,0.349603518843651,0.349989235401154,0.0131223069814344,2022-03-16,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-03-23,"denmark",40,0.337368299918515,0.337439522945455,0.0121141849917226,2022-03-23,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-03-30,"denmark",40,0.364582260804517,0.364701800314443,0.0142546040172289,2022-03-30,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-04-06,"denmark",40,0.382217806577683,0.381703682740529,0.013169717354079,2022-04-06,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-04-13,"denmark",40,0.431198525428772,0.429722778002421,0.0125827190155784,2022-04-13,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-04-20,"denmark",40,0.481661528348923,0.480774760246277,0.0113598567633224,2022-04-20,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-04-27,"denmark",40,0.543217290420921,0.544197536244684,0.0103171926077303,2022-04-27,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-05-04,"denmark",40,0.577323864917366,0.5785480500484,0.0105781204314256,2022-05-04,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-05-11,"denmark",40,0.608667064364217,0.610261992246163,0.0120234064789128,2022-05-11,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-05-18,"denmark",40,0.64614046847119,0.646816330797532,0.0105501471963875,2022-05-18,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-05-25,"denmark",40,0.681931952343268,0.681587115506164,0.0088991128064754,2022-05-25,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-06-01,"denmark",40,0.68998658657074,0.690190517902374,0.0099581958726048,2022-06-01,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-06-08,"denmark",40,0.689232839271426,0.689657755196095,0.0107084439659956,2022-06-08,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-06-15,"denmark",40,0.687007490545511,0.686635062098503,0.0100431648897938,2022-06-15,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-06-22,"denmark",40,0.671236245387367,0.670994390547276,0.0121628430929766,2022-06-22,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-06-29,"denmark",40,0.507774491743608,0.508958922268508,0.0127654553112852,2022-06-29,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-07-06,"denmark",40,0.416883931918578,0.417083409699527,0.0120352416045286,2022-07-06,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-07-13,"denmark",40,0.376175124730383,0.376613603106567,0.0144473894366196,2022-07-13,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-07-20,"denmark",40,0.287684448276247,0.287179964567934,0.0150638826257948,2022-07-20,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-07-27,"denmark",40,0.253557707369327,0.253888638317585,0.0145149818155914,2022-07-27,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-08-03,"denmark",40,0.21252044467699,0.210498961191329,0.0148647180241015,2022-08-03,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-08-10,"denmark",40,0.202054405141444,0.200680597315705,0.0123765470445274,2022-08-10,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-08-17,"denmark",40,0.196783218532801,0.19603056460619,0.0117747646623424,2022-08-17,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-08-24,"denmark",40,0.17910699141877,0.17900179369109,0.0137268100199954,2022-08-24,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-08-31,"denmark",40,0.172274206862563,0.172222630892481,0.0150116499513387,2022-08-31,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-09-07,"denmark",40,0.19133429584049,0.191296612577779,0.0100510135026914,2022-09-07,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-09-14,"denmark",40,0.225161761045456,0.224178843200207,0.0134890535846352,2022-09-14,2022,"MIN",2022,7
"CON","MIN","10-a","Kontrol 2021","Mineral N 2022","denmark","25-9",2022-09-21,"denmark",40,0.262647026777267,0.262480938434601,0.0154299445450305,2022-09-21,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-03-31,"denmark",41,0.189854155693735,0.192302046077592,0.0173330917688352,2021-03-31,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-04-07,"denmark",41,0.190235302865911,0.194426302196217,0.0191268351081074,2021-04-07,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-04-14,"denmark",40.6666666666667,0.192077902456125,0.193314544856548,0.013869010998557,2021-04-14,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-04-21,"denmark",40.9047619047619,0.193229839737926,0.193576070524397,0.0171261349072059,2021-04-21,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-04-28,"denmark",41,0.212243687109392,0.212670198088526,0.0174203225607542,2021-04-28,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-05-05,"denmark",41,0.265483679740052,0.264389896340537,0.0162165154735639,2021-05-05,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-05-12,"denmark",41,0.308484458609631,0.307963509831512,0.0162425736913032,2021-05-12,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-05-19,"denmark",41,0.359690776631647,0.359509126098831,0.0169659086391049,2021-05-19,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-05-26,"denmark",41,0.459370567685082,0.458063693983214,0.0217809535873432,2021-05-26,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-06-02,"denmark",41,0.501850110434351,0.498504688342412,0.0199732197271216,2021-06-02,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-06-09,"denmark",41,0.525207874951539,0.521934122950942,0.0179803112038859,2021-06-09,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-06-16,"denmark",41,0.546712969819074,0.542993615386347,0.0181181976478054,2021-06-16,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-06-23,"denmark",41,0.564331269926495,0.561572853061888,0.0200663216722508,2021-06-23,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-06-30,"denmark",41,0.512524015812917,0.506984449196565,0.0235651854020194,2021-06-30,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-07-07,"denmark",41,0.437495119185472,0.434217022769913,0.02002325144891,2021-07-07,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-07-14,"denmark",41,0.361211501366022,0.358144221865401,0.0161054067133108,2021-07-14,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-07-21,"denmark",41,0.301650973302977,0.302595968757357,0.0176851986907422,2021-07-21,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-07-28,"denmark",41,0.266152476270993,0.268421903252602,0.0151864929745594,2021-07-28,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-08-04,"denmark",41,0.242893759744102,0.244430513102181,0.0131004227920859,2021-08-04,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-08-11,"denmark",40.9828571428571,0.235630382262931,0.236579906879639,0.0131460388730831,2021-08-11,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-08-18,"denmark",40.76,0.212288418412208,0.212738692760468,0.014064474068582,2021-08-18,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-08-25,"denmark",40.75,0.199365748092532,0.196591468527913,0.0210102415876463,2021-08-25,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-09-01,"denmark",40.9928571428571,0.207886534237436,0.204718488933785,0.020002160983027,2021-09-01,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-09-08,"denmark",41,0.189990750922785,0.190320162997617,0.0135594792325388,2021-09-08,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-09-15,"denmark",41,0.203270343894308,0.202904904430563,0.0155320438895035,2021-09-15,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-09-22,"denmark",41,0.259892595311006,0.259278317292531,0.0158292604610323,2021-09-22,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-09-29,"denmark",41,0.278717529442575,0.276393728123771,0.0218285489827394,2021-09-29,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-10-06,"denmark",41,0.298178842379933,0.294458205264712,0.0274690929504614,2021-10-06,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-10-13,"denmark",41,0.325276700986756,0.323911478122075,0.0288047022703621,2021-10-13,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-10-20,"denmark",41,0.34326641537525,0.346101068788105,0.0259710116380894,2021-10-20,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-10-27,"denmark",41,0.372467207490767,0.374226562028366,0.0220915927926186,2021-10-27,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-11-03,"denmark",41,0.420515922208627,0.418070695052544,0.0241379323415458,2021-11-03,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-11-10,"denmark",41,0.458069890737534,0.455779656767845,0.0278729815036058,2021-11-10,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-11-17,"denmark",41,0.49562385926644,0.493488618483146,0.0316080306656658,2021-11-17,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-11-24,"denmark",41,0.520587846472616,0.518535774762464,0.0338654694890083,2021-11-24,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-12-01,"denmark",41,0.517853874768784,0.515726959082618,0.0328721655671721,2021-12-01,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-12-08,"denmark",41,0.51428057097677,0.512074023040373,0.0317803542894213,2021-12-08,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-12-15,"denmark",41,0.510707267184756,0.508421086998128,0.0306885430116706,2021-12-15,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-12-22,"denmark",41,0.507133963392742,0.504768150955883,0.0295967317339199,2021-12-22,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2021-12-29,"denmark",41,0.503560659600728,0.501115214913639,0.0285049204561692,2021-12-29,2021,"CON",2021,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-01-05,"denmark",41,0.499987355808714,0.497462278871394,0.0274131091784185,2022-01-05,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-01-12,"denmark",41,0.496414052016699,0.493809342829149,0.0263212979006678,2022-01-12,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-01-19,"denmark",41,0.492840748224685,0.490156406786904,0.0252294866229171,2022-01-19,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-01-26,"denmark",41,0.486354080503429,0.483203697210944,0.0246892286254081,2022-01-26,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-02-02,"denmark",41,0.427895456552505,0.423212721943855,0.031171940267086,2022-02-02,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-02-09,"denmark",40.1428571428571,0.354391642979213,0.358524741871016,0.0330411436568413,2022-02-09,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-02-16,"denmark",40.1428571428571,0.357898337500436,0.362569204398564,0.0289248217429433,2022-02-16,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-02-23,"denmark",41,0.415253102779388,0.415005662611553,0.0175989243601049,2022-02-23,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-03-02,"denmark",41,0.417116615743864,0.416886761784553,0.0155585667650614,2022-03-02,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-03-09,"denmark",41,0.378626032954171,0.378927060890765,0.0113238484288255,2022-03-09,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-03-16,"denmark",41,0.345085715254148,0.344462851683299,0.0120684813397626,2022-03-16,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-03-23,"denmark",41,0.335685255981627,0.335807891828673,0.0111115521174811,2022-03-23,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-03-30,"denmark",41,0.35688246289889,0.354834361800126,0.0137215964607007,2022-03-30,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-04-06,"denmark",41,0.383731055259705,0.382271087169647,0.0137275670965512,2022-04-06,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-04-13,"denmark",41,0.424966019392014,0.42501380443573,0.0118096843982736,2022-04-13,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-04-20,"denmark",41,0.478118687868118,0.478141920907157,0.0098102650538619,2022-04-20,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-04-27,"denmark",41,0.541522334728922,0.540063525949206,0.0124628337632332,2022-04-27,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-05-04,"denmark",41,0.580671967495055,0.58026500968706,0.0140246773426908,2022-05-04,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-05-11,"denmark",41,0.607837288319564,0.607250141746858,0.0082539878042117,2022-05-11,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-05-18,"denmark",41,0.644297534928602,0.645056887584574,0.009012960609706,2022-05-18,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-05-25,"denmark",41,0.678689003115942,0.680778678350088,0.0095487067816356,2022-05-25,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-06-01,"denmark",41,0.685581982135773,0.686652779579163,0.0066657525487244,2022-06-01,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-06-08,"denmark",41,0.683318068583806,0.683042965829372,0.0052138506143819,2022-06-08,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-06-15,"denmark",41,0.679029590553707,0.677842631936073,0.0069362037465907,2022-06-15,2022,"MIN",2022,7
"CON","MIN","9-a","Kontrol 2021","Mineral N 2022","denmark","25-7",2022-06-22,"denmark",41,0.667861136273732,0.668801274682794,0.0134251165644465,2022-06-22,2022,"MIN",2022,7
