"PLOT_ID","Block_a","Block_b","Treatment_ID","Treatment_2021","Treatment_2022","year_estab","date","count","mean","std","cv","fertiliser_type"
"8f-6","6a","6b",6,"OG2","OG2",2022,20220412,74139,0.462855857342542,0.0884295641561258,0.191052058115541,"bbf"
"8f-6","6a","6b",6,"OG2","OG2",2022,20220517,75996,0.658362934640084,0.0789091713613509,0.119856643212287,"bbf"
"8f-6","6a","6b",6,"OG2","OG2",2022,20220529,72317,0.645424976516538,0.0658068628895509,0.101958965462913,"bbf"
"8f-6","6a","6b",6,"OG2","OG2",2022,20220624,76137,0.596053867694129,0.0699470339471941,0.117350188864286,"bbf"
"3f-14","5a","6b",14,"REF_4","REF_4",2022,20220412,74140,0.45182263916185,0.0944945566816843,0.209140818744664,"mineral"
"3f-14","5a","6b",14,"REF_4","REF_4",2022,20220517,75995,0.805853928820586,0.0837580246840034,0.103936981242479,"mineral"
"3f-14","5a","6b",14,"REF_4","REF_4",2022,20220529,72318,0.82686998519271,0.0639957467929377,0.0773951745001639,"mineral"
"3f-14","5a","6b",14,"REF_4","REF_4",2022,20220624,76139,0.715628886910877,0.0620832535902135,0.0867534202793371,"mineral"
"7e-11","5a","5b",11,"REF_1","REF_1",2022,20220412,74139,0.455474623661812,0.0859201338452384,0.188638684531926,"control"
"7e-11","5a","5b",11,"REF_1","REF_1",2022,20220517,75996,0.550536764202805,0.0760649760729397,0.138165116335299,"control"
"7e-11","5a","5b",11,"REF_1","REF_1",2022,20220529,72321,0.492397141742013,0.0611680013112387,0.124224931718404,"control"
"7e-11","5a","5b",11,"REF_1","REF_1",2022,20220624,76138,0.381374685551581,0.0600757864624701,0.157524315950815,"control"
"9e-7","6a","5b",7,"BIO","BIO",2022,20220412,74143,0.495802127700419,0.0790848580284898,0.159508912144636,"bbf"
"9e-7","6a","5b",7,"BIO","BIO",2022,20220517,75997,0.706023161082851,0.0722273831325432,0.102301719141573,"bbf"
"9e-7","6a","5b",7,"BIO","BIO",2022,20220529,72317,0.671891955853231,0.0663546924521793,0.0987579801694692,"bbf"
"9e-7","6a","5b",7,"BIO","BIO",2022,20220624,76138,0.562893080514165,0.0625290574748607,0.111085141458382,"bbf"
"13e-4","6a","5b",4,"MO13","MO13",2022,20220412,74140,0.555615645662726,0.0826749006174183,0.14879872671477,"bbf"
"13e-4","6a","5b",4,"MO13","MO13",2022,20220517,75997,0.790647748679063,0.063623377474222,0.080469940729633,"bbf"
"13e-4","6a","5b",4,"MO13","MO13",2022,20220529,72318,0.780921143971617,0.0587269727654217,0.0752021804234259,"bbf"
"13e-4","6a","5b",4,"MO13","MO13",2022,20220624,76139,0.759460686279885,0.0442290918488529,0.0582375001733179,"bbf"
"10e-13","6a","5b",13,"REF_3","REF_3",2022,20220412,74139,0.496128235761029,0.0856333202354953,0.172603198252039,"mineral"
"10e-13","6a","5b",13,"REF_3","REF_3",2022,20220517,75999,0.825871768644414,0.0692243166199183,0.0838196912016294,"mineral"
"10e-13","6a","5b",13,"REF_3","REF_3",2022,20220529,72317,0.825311106970984,0.060182784058631,0.0729213305749766,"mineral"
"10e-13","6a","5b",13,"REF_3","REF_3",2022,20220624,76140,0.658445913891232,0.0707552751977624,0.107457991165316,"mineral"
"4e-2","5a","5b",2,"PAL","PAL",2022,20220412,74141,0.461048045777224,0.0848461686005471,0.184028908435162,"bbf"
"4e-2","5a","5b",2,"PAL","PAL",2022,20220517,75999,0.708766906480243,0.0818019564650094,0.115414469435714,"bbf"
"4e-2","5a","5b",2,"PAL","PAL",2022,20220529,72316,0.726898207448263,0.0690378341693132,0.0949759312403133,"bbf"
"4e-2","5a","5b",2,"PAL","PAL",2022,20220624,76141,0.64112658243891,0.0559892897785228,0.0873295403936207,"bbf"
"12e-3","6a","5b",3,"FEK","FEK",2022,20220412,74143,0.516165612415574,0.0768516549277147,0.148889529017753,"bbf"
